station_id,timestamp,row_count,n_unique_flow,min_flow,max_flow,flow_values,n_unique_incident_id,incident_ids
100001,2025-06-27 00:00:00,4,1,414.0,414.0,[414.0],1,['240340.0-webtirf']
100001,2025-08-29 05:00:00,4,1,1788.0,1788.0,[1788.0],1,['247639-webtirf']
100001,2025-09-27 13:00:00,5,1,2628.0,2628.0,[2628.0],1,['250888-webtirf']
100001,2025-10-21 00:00:00,2,2,184.0,240.0,"[184.0, 240.0]",1,['NO_INCIDENT']
10011,2025-01-08 19:00:00,2,1,893.0,893.0,[893.0],1,['219957-webtirf']
10011,2025-01-17 21:00:00,2,1,826.0,826.0,[826.0],1,['221139-webtirf']
10011,2025-01-18 23:00:00,5,1,1852.0,1852.0,[1852.0],1,['221259-webtirf']
10011,2025-03-03 19:00:00,2,1,133.0,133.0,[133.0],1,['225542-webtirf']
10011,2025-03-13 19:00:00,8,1,1930.0,1930.0,[1930.0],1,['227415-webtirf']
10011,2025-03-13 20:00:00,6,1,1635.0,1635.0,[1635.0],1,['227415-webtirf']
10011,2025-03-13 21:00:00,5,1,1420.0,1420.0,[1420.0],1,['227415-webtirf']
10011,2025-03-13 22:00:00,2,1,1025.0,1025.0,[1025.0],1,['227415-webtirf']
10011,2025-03-18 12:00:00,5,1,4345.0,4345.0,[4345.0],1,['227875-webtirf']
10011,2025-03-18 13:00:00,2,1,4131.0,4131.0,[4131.0],1,['227875-webtirf']
10011,2025-03-18 14:00:00,2,1,4761.0,4761.0,[4761.0],1,['227875-webtirf']
10011,2025-03-19 02:00:00,4,1,13.0,13.0,[13.0],1,['227942-webtirf']
10011,2025-03-21 01:00:00,5,1,316.0,316.0,[316.0],1,['228203-webtirf']
10011,2025-03-21 02:00:00,3,1,287.0,287.0,[287.0],1,['228203-webtirf']
10011,2025-03-21 03:00:00,2,1,227.0,227.0,[227.0],1,['228203-webtirf']
10011,2025-03-28 07:00:00,2,1,2222.0,2222.0,[2222.0],1,['229247-webtirf']
22001,2025-01-05 05:00:00,2,1,1222.0,1222.0,[1222.0],1,['219613-webtirf']
22001,2025-03-16 10:00:00,2,1,2432.0,2432.0,[2432.0],1,['227659-webtirf']
23067,2025-01-06 03:00:00,2,1,1351.0,1351.0,[1351.0],1,['219670.0-webtirf']
23067,2025-01-07 04:00:00,2,1,1716.0,1716.0,[1716.0],1,['219807-webtirf']
23067,2025-01-10 16:00:00,12,1,3097.0,3097.0,[3097.0],1,['220191-webtirf']
23067,2025-01-10 17:00:00,7,1,2882.0,2882.0,[2882.0],1,['220191-webtirf']
23067,2025-01-10 18:00:00,6,1,2422.0,2422.0,[2422.0],1,['220191-webtirf']
23067,2025-01-10 19:00:00,5,1,1740.0,1740.0,[1740.0],1,['220191-webtirf']
23067,2025-01-10 20:00:00,3,1,1985.0,1985.0,[1985.0],1,['220191-webtirf']
23067,2025-01-21 05:00:00,2,1,2784.0,2784.0,[2784.0],1,['221498-webtirf']
23067,2025-01-24 04:00:00,2,1,2112.0,2112.0,[2112.0],1,['221794-webtirf']
23067,2025-03-05 21:00:00,2,1,1625.0,1625.0,[1625.0],1,['225822-webtirf']
23067,2025-03-10 03:00:00,2,1,1219.0,1219.0,[1219.0],1,['226899-webtirf']
23067,2025-03-11 01:00:00,11,1,293.0,293.0,[293.0],1,['227036-webtirf']
23067,2025-03-11 02:00:00,7,1,735.0,735.0,[735.0],1,['227036-webtirf']
23067,2025-03-11 03:00:00,5,1,1345.0,1345.0,[1345.0],1,['227036-webtirf']
23067,2025-03-11 04:00:00,5,1,2222.0,2222.0,[2222.0],1,['227036-webtirf']
23067,2025-03-11 05:00:00,3,1,3006.0,3006.0,[3006.0],1,['227036-webtirf']
23067,2025-03-11 06:00:00,2,1,3608.0,3608.0,[3608.0],1,['227036-webtirf']
23067,2025-03-14 04:00:00,4,1,2298.0,2298.0,[2298.0],1,['227483-webtirf']
23067,2025-03-27 22:00:00,2,1,976.0,976.0,[976.0],1,['229038-webtirf']
23067,2025-04-08 06:00:00,3,1,3454.0,3454.0,[3454.0],1,['230717-webtirf']
23067,2025-04-09 12:00:00,2,1,0.0,0.0,[0.0],1,['230880.0-webtirf']
23067,2025-04-15 05:00:00,2,1,2452.0,2452.0,[2452.0],1,['231515-webtirf']
23067,2025-04-29 11:00:00,6,1,2345.0,2345.0,[2345.0],1,['232985-webtirf']
23067,2025-04-29 12:00:00,4,1,2614.0,2614.0,[2614.0],1,['232985-webtirf']
23067,2025-04-29 13:00:00,3,1,2697.0,2697.0,[2697.0],1,['232985-webtirf']
23067,2025-04-29 14:00:00,3,1,2918.0,2918.0,[2918.0],1,['232985-webtirf']
23067,2025-04-30 07:00:00,2,1,3366.0,3366.0,[3366.0],1,['233085-webtirf']
23067,2025-04-30 21:00:00,2,1,1246.0,1246.0,[1246.0],1,['233129-webtirf']
23067,2025-05-06 23:00:00,2,1,721.0,721.0,[721.0],1,['233783-webtirf']
23067,2025-05-15 21:00:00,5,1,1514.0,1514.0,[1514.0],1,['234742-webtirf']
23067,2025-05-17 03:00:00,3,1,719.0,719.0,[719.0],1,['234896-webtirf']
23067,2025-05-23 01:00:00,3,1,282.0,282.0,[282.0],1,['236411-webtirf']
23067,2025-05-26 20:00:00,2,1,1796.0,1796.0,[1796.0],1,['236980.0-webtirf']
23067,2025-06-05 10:00:00,2,1,2616.0,2616.0,[2616.0],1,['238176-webtirf']
23067,2025-06-09 23:00:00,4,1,770.0,770.0,[770.0],1,['238514-webtirf']
23067,2025-06-10 00:00:00,2,1,171.0,171.0,[171.0],1,['238514-webtirf']
23067,2025-06-11 15:00:00,3,1,3184.0,3184.0,[3184.0],1,['238722-webtirf']
23067,2025-06-16 22:00:00,4,1,1266.0,1266.0,[1266.0],1,['239246-webtirf']
23067,2025-06-27 05:00:00,5,1,2421.0,2421.0,[2421.0],1,['240383-webtirf']
23067,2025-06-27 06:00:00,3,1,3490.0,3490.0,[3490.0],1,['240383-webtirf']
23067,2025-06-27 07:00:00,2,1,4184.0,4184.0,[4184.0],1,['240383-webtirf']
23067,2025-07-06 21:00:00,4,1,2115.0,2115.0,[2115.0],1,['241476-webtirf']
23067,2025-07-13 20:00:00,2,1,1956.0,1956.0,[1956.0],1,['242093-webtirf']
23067,2025-07-31 03:00:00,2,1,906.0,906.0,[906.0],1,['243930.0-webtirf']
23067,2025-08-10 22:00:00,3,1,1416.0,1416.0,[1416.0],1,['245294-webtirf']
23067,2025-08-31 03:00:00,2,1,790.0,790.0,[790.0],1,['247756-webtirf']
23067,2025-09-04 05:00:00,2,1,2699.0,2699.0,[2699.0],1,['248179-webtirf']
23067,2025-09-11 21:00:00,4,1,1685.0,1685.0,[1685.0],2,"['249280-webtirf', '249280.0-webtirf']"
23067,2025-09-12 08:00:00,4,1,3496.0,3496.0,[3496.0],1,['249431-webtirf']
23067,2025-09-16 18:00:00,2,1,3231.0,3231.0,[3231.0],1,['249768-webtirf']
23067,2025-09-20 20:00:00,2,1,2119.0,2119.0,[2119.0],1,['250156-webtirf']
23067,2025-09-22 05:00:00,5,1,2668.0,2668.0,[2668.0],1,['250294-webtirf']
23067,2025-09-22 06:00:00,2,1,3699.0,3699.0,[3699.0],1,['250294-webtirf']
23067,2025-09-27 03:00:00,4,1,690.0,690.0,[690.0],2,"['250870-webtirf', '250870.0-webtirf']"
23067,2025-10-13 04:00:00,3,1,2476.0,2476.0,[2476.0],1,['252417-webtirf']
23067,2025-10-16 05:00:00,2,1,3574.0,3574.0,[3574.0],1,['252789-webtirf']
23067,2025-10-17 09:00:00,3,1,3166.0,3166.0,[3166.0],1,['252964-webtirf']
23067,2025-10-18 09:00:00,2,1,3131.0,3131.0,[3131.0],1,['253046-webtirf']
23067,2025-10-21 00:00:00,2,2,20.0,201.0,"[20.0, 201.0]",1,['NO_INCIDENT']
23067,2025-10-27 12:00:00,10,1,3129.0,3129.0,[3129.0],2,"['253920-webtirf', '253920.0-webtirf']"
23067,2025-10-27 13:00:00,4,1,3229.0,3229.0,[3229.0],2,"['253920-webtirf', '253920.0-webtirf']"
23067,2025-10-27 14:00:00,4,1,3245.0,3245.0,[3245.0],2,"['253920-webtirf', '253920.0-webtirf']"
23067,2025-10-29 23:00:00,4,1,418.0,418.0,[418.0],1,['254191-webtirf']
23067,2025-10-30 02:00:00,4,1,659.0,659.0,[659.0],2,"['254191-webtirf', '254213-webtirf']"
23067,2025-11-06 19:00:00,3,1,2045.0,2045.0,[2045.0],1,['254934-webtirf']
23067,2025-11-23 19:00:00,7,1,2200.0,2200.0,[2200.0],1,['256664-webtirf']
23067,2025-11-23 20:00:00,2,1,1988.0,1988.0,[1988.0],1,['256677-webtirf']
23067,2025-11-25 04:00:00,3,1,2872.0,2872.0,[2872.0],1,['256864-webtirf']
23067,2025-12-01 11:00:00,2,1,3387.0,3387.0,[3387.0],1,['257794-webtirf']
23067,2025-12-07 07:00:00,2,1,3512.0,3512.0,[3512.0],1,['258422-webtirf']
23067,2025-12-24 07:00:00,2,1,3049.0,3049.0,[3049.0],1,['260236-webtirf']
29005,2025-01-20 19:00:00,3,1,2057.0,2057.0,[2057.0],1,['221414-webtirf']
29005,2025-04-07 08:00:00,4,1,6961.0,6961.0,[6961.0],1,['230611-webtirf']
29005,2025-04-10 09:00:00,3,1,3197.0,3197.0,[3197.0],1,['231002-webtirf']
29005,2025-04-29 01:00:00,3,1,392.0,392.0,[392.0],1,['232900.0-webtirf']
29005,2025-05-15 21:00:00,7,1,3337.0,3337.0,[3337.0],1,['234738-webtirf']
29005,2025-05-15 22:00:00,3,1,1953.0,1953.0,[1953.0],1,['234738-webtirf']
29005,2025-05-22 07:00:00,3,1,3360.0,3360.0,[3360.0],1,['236109-webtirf']
29005,2025-06-02 08:00:00,2,1,6800.0,6800.0,[6800.0],1,['237780.0-webtirf']
29005,2025-06-06 04:00:00,4,1,970.0,970.0,[970.0],1,['238274-webtirf']
29005,2025-06-17 17:00:00,2,1,3397.0,3397.0,[3397.0],1,['239339-webtirf']
29005,2025-06-23 05:00:00,5,1,2875.0,2875.0,[2875.0],1,['239890.0-webtirf']
29005,2025-07-01 03:00:00,2,1,367.0,367.0,[367.0],1,['240721-webtirf']
29005,2025-07-06 01:00:00,3,1,415.0,415.0,[415.0],1,['241425-webtirf']
29005,2025-08-07 22:00:00,9,1,2492.0,2492.0,[2492.0],2,"['245026-webtirf', '245027-webtirf']"
29005,2025-08-07 23:00:00,4,1,1316.0,1316.0,[1316.0],1,['245026-webtirf']
29005,2025-08-22 08:00:00,3,1,3141.0,3141.0,[3141.0],1,['246942-webtirf']
29005,2025-09-05 05:00:00,4,1,995.0,995.0,[995.0],1,['248306-webtirf']
29005,2025-09-24 14:00:00,3,1,3157.0,3157.0,[3157.0],1,['250569-webtirf']
29005,2025-10-15 20:00:00,2,1,3881.0,3881.0,[3881.0],1,['252715-webtirf']
29005,2025-10-19 22:00:00,2,1,2506.0,2506.0,[2506.0],1,['253138-webtirf']
29005,2025-10-21 00:00:00,2,2,58.0,669.0,"[58.0, 669.0]",1,['NO_INCIDENT']
29005,2025-10-28 22:00:00,5,1,0.0,0.0,[0.0],1,['254061-webtirf']
29005,2025-11-19 18:00:00,4,1,6725.0,6725.0,[6725.0],1,['256241-webtirf']
29005,2025-11-19 19:00:00,2,1,4620.0,4620.0,[4620.0],1,['256241-webtirf']
29005,2025-11-24 11:00:00,2,1,3584.0,3584.0,[3584.0],1,['256789-webtirf']
29005,2025-11-30 15:00:00,5,1,6729.0,6729.0,[6729.0],1,['257676-webtirf']
29005,2025-12-21 23:00:00,7,1,1716.0,1716.0,[1716.0],1,['260006-webtirf']
29005,2025-12-22 00:00:00,2,1,893.0,893.0,[893.0],1,['260006-webtirf']
29005,2025-12-27 18:00:00,3,1,824.0,824.0,[824.0],1,['260385-webtirf']
29005,2025-12-27 20:00:00,4,1,0.0,0.0,[0.0],1,['260386-webtirf']
29005,2025-12-27 21:00:00,3,1,666.0,666.0,[666.0],1,['260386-webtirf']
29005,2025-12-27 22:00:00,3,1,548.0,548.0,[548.0],1,['260386-webtirf']
29005,2025-12-27 23:00:00,2,1,0.0,0.0,[0.0],1,['260386-webtirf']
33014,2025-01-04 00:00:00,2,1,299.0,299.0,[299.0],1,['219564-webtirf']
33014,2025-01-06 07:00:00,2,1,2728.0,2728.0,[2728.0],1,['219711-webtirf']
33014,2025-01-28 00:00:00,2,1,146.0,146.0,[146.0],1,['222011-webtirf']
33014,2025-01-30 20:00:00,2,1,1666.0,1666.0,[1666.0],1,['222370.0-webtirf']
33014,2025-03-05 16:00:00,3,1,3755.0,3755.0,[3755.0],1,['225805-webtirf']
33014,2025-03-06 06:00:00,4,1,3534.0,3534.0,[3534.0],2,"['225994-webtirf', '225995-webtirf']"
33014,2025-03-09 23:00:00,3,1,0.0,0.0,[0.0],1,['226786-webtirf']
33014,2025-03-11 21:00:00,2,1,930.0,930.0,[930.0],1,['227142-webtirf']
33014,2025-03-12 11:00:00,4,1,2862.0,2862.0,[2862.0],1,['227277-webtirf']
33014,2025-03-12 12:00:00,3,1,2942.0,2942.0,[2942.0],1,['227277-webtirf']
33014,2025-03-18 21:00:00,3,1,1035.0,1035.0,[1035.0],1,['227898-webtirf']
33014,2025-03-25 03:00:00,13,1,357.0,357.0,[357.0],1,['228602-webtirf']
33014,2025-03-25 04:00:00,11,1,1081.0,1081.0,[1081.0],1,['228602-webtirf']
33014,2025-03-25 05:00:00,11,1,2457.0,2457.0,[2457.0],1,['228602-webtirf']
33014,2025-03-25 06:00:00,11,1,3472.0,3472.0,[3472.0],1,['228602-webtirf']
33014,2025-03-25 07:00:00,11,1,3278.0,3278.0,[3278.0],1,['228602-webtirf']
33014,2025-03-25 08:00:00,11,1,3100.0,3100.0,[3100.0],1,['228602-webtirf']
33014,2025-03-25 09:00:00,11,1,2950.0,2950.0,[2950.0],1,['228602-webtirf']
33014,2025-03-25 10:00:00,11,1,2810.0,2810.0,[2810.0],1,['228602-webtirf']
33014,2025-03-25 11:00:00,11,1,2949.0,2949.0,[2949.0],1,['228602-webtirf']
33014,2025-03-25 12:00:00,11,1,2828.0,2828.0,[2828.0],1,['228602-webtirf']
33014,2025-03-25 13:00:00,11,1,3138.0,3138.0,[3138.0],1,['228602-webtirf']
33014,2025-03-25 14:00:00,11,1,3355.0,3355.0,[3355.0],1,['228602-webtirf']
33014,2025-03-25 15:00:00,11,1,3638.0,3638.0,[3638.0],1,['228602-webtirf']
33014,2025-03-25 16:00:00,11,1,3651.0,3651.0,[3651.0],1,['228602-webtirf']
33014,2025-03-25 17:00:00,11,1,3043.0,3043.0,[3043.0],1,['228602-webtirf']
33014,2025-03-25 18:00:00,11,1,2148.0,2148.0,[2148.0],1,['228602-webtirf']
33014,2025-03-25 19:00:00,11,1,1698.0,1698.0,[1698.0],1,['228602-webtirf']
33014,2025-03-25 20:00:00,11,1,1535.0,1535.0,[1535.0],1,['228602-webtirf']
33014,2025-03-25 21:00:00,11,1,1046.0,1046.0,[1046.0],1,['228602-webtirf']
33014,2025-03-25 22:00:00,11,1,743.0,743.0,[743.0],1,['228602-webtirf']
33014,2025-03-25 23:00:00,11,1,0.0,0.0,[0.0],1,['228602-webtirf']
33014,2025-03-26 00:00:00,11,1,191.0,191.0,[191.0],1,['228602-webtirf']
33014,2025-03-26 01:00:00,11,1,162.0,162.0,[162.0],1,['228602-webtirf']
33014,2025-03-26 02:00:00,11,1,169.0,169.0,[169.0],1,['228602-webtirf']
33014,2025-04-02 21:00:00,2,1,1144.0,1144.0,[1144.0],1,['230116-webtirf']
33014,2025-04-06 10:00:00,2,1,2927.0,2927.0,[2927.0],1,['230514-webtirf']
33014,2025-04-11 05:00:00,4,1,180.0,180.0,[180.0],1,['231141-webtirf']
33014,2025-04-14 08:00:00,2,1,3201.0,3201.0,[3201.0],1,['231404-webtirf']
33014,2025-04-23 05:00:00,2,1,808.0,808.0,[808.0],1,['232274-webtirf']
33014,2025-04-27 05:00:00,2,1,381.0,381.0,[381.0],1,['232703-webtirf']
33014,2025-04-27 20:00:00,2,1,1433.0,1433.0,[1433.0],1,['232735-webtirf']
33014,2025-05-04 23:00:00,2,1,413.0,413.0,[413.0],1,['233532-webtirf']
33014,2025-05-07 21:00:00,3,1,1640.0,1640.0,[1640.0],1,['233889-webtirf']
33014,2025-05-15 07:00:00,3,1,3167.0,3167.0,[3167.0],1,['234689-webtirf']
33014,2025-05-20 01:00:00,7,1,155.0,155.0,[155.0],1,['235398-webtirf']
33014,2025-05-20 02:00:00,6,1,136.0,136.0,[136.0],1,['235398-webtirf']
33014,2025-05-20 03:00:00,6,1,170.0,170.0,[170.0],1,['235398-webtirf']
33014,2025-05-20 04:00:00,6,1,385.0,385.0,[385.0],1,['235398-webtirf']
33014,2025-05-20 05:00:00,6,1,1079.0,1079.0,[1079.0],1,['235398-webtirf']
33014,2025-05-20 06:00:00,6,1,2488.0,2488.0,[2488.0],1,['235398-webtirf']
33014,2025-05-20 07:00:00,6,1,3498.0,3498.0,[3498.0],1,['235398-webtirf']
33014,2025-05-20 08:00:00,6,1,3385.0,3385.0,[3385.0],1,['235398-webtirf']
33014,2025-05-20 09:00:00,6,1,3378.0,3378.0,[3378.0],1,['235398-webtirf']
33014,2025-05-20 10:00:00,6,1,2822.0,2822.0,[2822.0],1,['235398-webtirf']
33014,2025-05-20 11:00:00,6,1,2724.0,2724.0,[2724.0],1,['235398-webtirf']
33014,2025-05-20 12:00:00,6,1,2822.0,2822.0,[2822.0],1,['235398-webtirf']
33014,2025-05-20 13:00:00,6,1,2753.0,2753.0,[2753.0],1,['235398-webtirf']
33014,2025-05-20 14:00:00,6,1,2956.0,2956.0,[2956.0],1,['235398-webtirf']
33014,2025-05-20 15:00:00,6,1,3229.0,3229.0,[3229.0],1,['235398-webtirf']
33014,2025-05-20 16:00:00,6,1,3645.0,3645.0,[3645.0],1,['235398-webtirf']
33014,2025-05-20 17:00:00,6,1,3553.0,3553.0,[3553.0],1,['235398-webtirf']
33014,2025-05-20 18:00:00,6,1,3111.0,3111.0,[3111.0],1,['235398-webtirf']
33014,2025-05-20 19:00:00,6,1,2249.0,2249.0,[2249.0],1,['235398-webtirf']
33014,2025-05-20 20:00:00,6,1,1867.0,1867.0,[1867.0],1,['235398-webtirf']
33014,2025-05-20 21:00:00,6,1,1548.0,1548.0,[1548.0],1,['235398-webtirf']
33014,2025-05-20 22:00:00,6,1,1291.0,1291.0,[1291.0],1,['235398-webtirf']
33014,2025-05-20 23:00:00,6,1,808.0,808.0,[808.0],1,['235398-webtirf']
33014,2025-05-21 00:00:00,6,1,321.0,321.0,[321.0],1,['235398-webtirf']
33014,2025-05-22 01:00:00,3,1,207.0,207.0,[207.0],1,['235978-webtirf']
33014,2025-05-28 01:00:00,2,1,157.0,157.0,[157.0],1,['237166-webtirf']
33014,2025-06-03 00:00:00,2,1,197.0,197.0,[197.0],1,['237832-webtirf']
33014,2025-06-04 07:00:00,2,1,3439.0,3439.0,[3439.0],1,['238022-webtirf']
33014,2025-06-15 07:00:00,2,1,945.0,945.0,[945.0],1,['239088-webtirf']
33014,2025-06-17 09:00:00,3,1,2995.0,2995.0,[2995.0],1,['239329-webtirf']
33014,2025-06-19 21:00:00,3,1,1648.0,1648.0,[1648.0],1,['239596-webtirf']
33014,2025-06-19 22:00:00,2,1,1280.0,1280.0,[1280.0],1,['239596-webtirf']
33014,2025-06-20 08:00:00,2,1,3287.0,3287.0,[3287.0],1,['239678-webtirf']
33014,2025-06-22 14:00:00,3,1,3108.0,3108.0,[3108.0],1,['239814-webtirf']
34016,2025-01-21 21:00:00,2,1,391.0,391.0,[391.0],1,['221530.0-webtirf']
34016,2025-03-06 06:00:00,2,1,2086.0,2086.0,[2086.0],1,['225989-webtirf']
34016,2025-04-01 05:00:00,5,1,1789.0,1789.0,[1789.0],1,['229843-webtirf']
34016,2025-08-19 06:00:00,4,1,1647.0,1647.0,[1647.0],1,['246177-webtirf']
34016,2025-08-19 07:00:00,2,1,2013.0,2013.0,[2013.0],1,['246177-webtirf']
34016,2025-10-02 01:00:00,3,1,0.0,0.0,[0.0],1,['251341-webtirf']
34016,2025-10-03 04:00:00,2,1,200.0,200.0,[200.0],1,['251496-webtirf']
34016,2025-10-21 00:00:00,2,2,0.0,50.0,"[0.0, 50.0]",1,['NO_INCIDENT']
34016,2025-10-21 04:00:00,2,1,806.0,806.0,[806.0],1,['253289-webtirf']
34016,2025-10-24 03:00:00,4,1,213.0,213.0,[213.0],1,['253646-webtirf']
34016,2025-10-25 21:00:00,12,1,915.0,915.0,[915.0],1,['253762-webtirf']
34016,2025-10-25 22:00:00,9,1,799.0,799.0,[799.0],1,['253762-webtirf']
34016,2025-10-25 23:00:00,6,1,458.0,458.0,[458.0],1,['253762-webtirf']
34016,2025-10-26 00:00:00,2,1,291.0,291.0,[291.0],1,['253762-webtirf']
34016,2025-10-26 08:00:00,4,1,1558.0,1558.0,[1558.0],1,['253804-webtirf']
34016,2025-10-26 09:00:00,3,1,1748.0,1748.0,[1748.0],1,['253804-webtirf']
34016,2025-11-23 07:00:00,5,1,965.0,965.0,[965.0],1,['256641-webtirf']
47024,2025-01-08 17:00:00,17,1,2813.0,2813.0,[2813.0],1,['219950.0-webtirf']
47024,2025-01-08 18:00:00,14,1,2616.0,2616.0,[2616.0],1,['219950.0-webtirf']
47024,2025-01-08 19:00:00,13,1,2152.0,2152.0,[2152.0],1,['219950.0-webtirf']
47024,2025-01-08 20:00:00,12,1,1981.0,1981.0,[1981.0],1,['219950.0-webtirf']
47024,2025-01-08 21:00:00,11,1,1925.0,1925.0,[1925.0],1,['219950.0-webtirf']
47024,2025-01-08 22:00:00,11,1,1762.0,1762.0,[1762.0],1,['219950.0-webtirf']
47024,2025-01-08 23:00:00,11,1,1073.0,1073.0,[1073.0],1,['219950.0-webtirf']
47024,2025-01-09 00:00:00,11,1,334.0,334.0,[334.0],1,['219950.0-webtirf']
47024,2025-01-09 01:00:00,11,1,323.0,323.0,[323.0],1,['219950.0-webtirf']
47024,2025-01-09 02:00:00,10,1,293.0,293.0,[293.0],1,['219950.0-webtirf']
47024,2025-01-09 03:00:00,10,1,347.0,347.0,[347.0],1,['219950.0-webtirf']
47024,2025-01-09 04:00:00,9,1,611.0,611.0,[611.0],1,['219950.0-webtirf']
47024,2025-01-09 05:00:00,9,1,1132.0,1132.0,[1132.0],1,['219950.0-webtirf']
47024,2025-01-09 06:00:00,8,1,1315.0,1315.0,[1315.0],1,['219950.0-webtirf']
47024,2025-01-09 07:00:00,7,1,1150.0,1150.0,[1150.0],1,['219950.0-webtirf']
47024,2025-01-09 08:00:00,7,1,1399.0,1399.0,[1399.0],1,['219950.0-webtirf']
47024,2025-01-09 09:00:00,7,1,1301.0,1301.0,[1301.0],1,['219950.0-webtirf']
47024,2025-01-09 10:00:00,6,1,1287.0,1287.0,[1287.0],1,['219950.0-webtirf']
47024,2025-01-09 11:00:00,16,1,1362.0,1362.0,[1362.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 12:00:00,11,1,1408.0,1408.0,[1408.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 13:00:00,11,1,1427.0,1427.0,[1427.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 14:00:00,11,1,1497.0,1497.0,[1497.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 15:00:00,11,1,1537.0,1537.0,[1537.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 16:00:00,11,1,1459.0,1459.0,[1459.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 17:00:00,9,1,0.0,0.0,[0.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 18:00:00,8,1,0.0,0.0,[0.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 19:00:00,7,1,0.0,0.0,[0.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 20:00:00,7,1,0.0,0.0,[0.0],2,"['219950.0-webtirf', '220055-webtirf']"
47024,2025-01-09 21:00:00,6,1,0.0,0.0,[0.0],1,['220055-webtirf']
47024,2025-01-09 22:00:00,6,1,0.0,0.0,[0.0],1,['220055-webtirf']
47024,2025-01-09 23:00:00,6,1,0.0,0.0,[0.0],1,['220055-webtirf']
47024,2025-01-10 00:00:00,6,1,424.0,424.0,[424.0],1,['220055-webtirf']
47024,2025-01-10 01:00:00,6,1,338.0,338.0,[338.0],1,['220055-webtirf']
47024,2025-01-10 02:00:00,6,1,270.0,270.0,[270.0],1,['220055-webtirf']
47024,2025-01-10 03:00:00,6,1,343.0,343.0,[343.0],1,['220055-webtirf']
47024,2025-01-10 04:00:00,6,1,637.0,637.0,[637.0],1,['220055-webtirf']
47024,2025-01-10 05:00:00,6,1,1189.0,1189.0,[1189.0],1,['220055-webtirf']
47024,2025-01-10 06:00:00,6,1,1341.0,1341.0,[1341.0],1,['220055-webtirf']
47024,2025-01-10 07:00:00,6,1,1355.0,1355.0,[1355.0],1,['220055-webtirf']
47024,2025-01-10 08:00:00,6,1,1522.0,1522.0,[1522.0],1,['220055-webtirf']
47024,2025-01-10 09:00:00,6,1,1319.0,1319.0,[1319.0],1,['220055-webtirf']
47024,2025-01-10 10:00:00,6,1,1306.0,1306.0,[1306.0],1,['220055-webtirf']
47024,2025-01-17 21:00:00,3,1,1169.0,1169.0,[1169.0],1,['221135-webtirf']
47024,2025-01-17 22:00:00,2,1,1173.0,1173.0,[1173.0],1,['221135-webtirf']
47024,2025-03-11 20:00:00,3,1,488.0,488.0,[488.0],1,['227124-webtirf']
47024,2025-03-15 07:00:00,5,1,2181.0,2181.0,[2181.0],1,['227566-webtirf']
47024,2025-03-20 19:00:00,3,1,0.0,0.0,[0.0],1,['228135-webtirf']
47024,2025-05-06 10:00:00,3,1,2548.0,2548.0,[2548.0],1,['233744-webtirf']
47024,2025-06-03 06:00:00,6,1,2551.0,2551.0,[2551.0],1,['237901-webtirf']
47024,2025-06-05 02:00:00,5,1,583.0,583.0,[583.0],1,['238113-webtirf']
47024,2025-07-02 02:00:00,2,1,493.0,493.0,[493.0],1,['241030.0-webtirf']
47024,2025-07-22 00:00:00,5,1,731.0,731.0,[731.0],1,['242905-webtirf']
47024,2025-07-22 01:00:00,2,1,549.0,549.0,[549.0],1,['242905-webtirf']
47024,2025-07-25 06:00:00,3,1,2616.0,2616.0,[2616.0],1,['243286-webtirf']
47024,2025-08-22 07:00:00,3,1,2492.0,2492.0,[2492.0],1,['246934-webtirf']
47024,2025-09-10 06:00:00,3,1,2543.0,2543.0,[2543.0],2,"['248980-webtirf', '248980.0-webtirf']"
47024,2025-09-19 13:00:00,9,1,1502.0,1502.0,[1502.0],1,['250093-webtirf']
47024,2025-09-28 03:00:00,5,1,588.0,588.0,[588.0],1,['250916-webtirf']
47024,2025-09-28 04:00:00,4,1,683.0,683.0,[683.0],1,['250916-webtirf']
47024,2025-10-21 00:00:00,2,2,39.0,800.0,"[39.0, 800.0]",1,['NO_INCIDENT']
47024,2025-10-31 06:00:00,2,1,2369.0,2369.0,[2369.0],1,['254392-webtirf']
47024,2025-11-12 01:00:00,5,1,639.0,639.0,[639.0],1,['255444-webtirf']
47024,2025-11-12 02:00:00,3,1,572.0,572.0,[572.0],1,['255444-webtirf']
47024,2025-11-12 03:00:00,2,1,673.0,673.0,[673.0],1,['255444-webtirf']
47024,2025-11-12 04:00:00,2,1,1233.0,1233.0,[1233.0],1,['255444-webtirf']
47024,2025-11-27 07:00:00,2,1,2610.0,2610.0,[2610.0],1,['257292-webtirf']
50240,2025-01-07 04:00:00,2,1,1023.0,1023.0,[1023.0],1,['219811-webtirf']
