split_scheme,class,precision_mean,precision_std,recall_mean,recall_std,f1-score_mean,f1-score_std,support_mean
Grouped-random,ACCIDENT,0.13564820377267814,0.06338641858128911,0.06756756756756757,0.04054054054054054,0.08990283516832481,0.05017306028222915,74.0
Grouped-random,NORMAL,0.681185499995517,0.0043711735156906845,0.5779420825631547,0.01298293746500648,0.6252856069734816,0.008427734716689995,541.0
Grouped-random,OTHER_DISRUPTION,0.25387434212676935,0.00977010275627307,0.423572744014733,0.01775994615284153,0.3174477052540412,0.012206996086028932,181.0
Spatial holdout,ACCIDENT,0.08464285714285713,0.030943909097011026,0.022522522522522525,0.015604061329449347,0.03518518518518519,0.02201657215317394,74.0
Spatial holdout,NORMAL,0.6889295307980844,0.007588317905882163,0.4932038834951456,0.014659872689846093,0.5748087584604837,0.011766491853499194,515.0
Spatial holdout,OTHER_DISRUPTION,0.24579063298494763,0.0062681553917590125,0.5429141716566867,0.003457187240656421,0.3383675164645747,0.006608697333596608,167.0
