event_sample_id,station_id,anchor_time,window_start,window_end,target_class,split_group_id,sample_type,flow_t_minus_3,flow_t_minus_2,flow_t_minus_1,flow_t0,flow_t_plus_1,flow_t_plus_2,flow_t_plus_3
CONTROL__68025__2025022800,68025,2025-02-28 00:00:00,2025-02-27 21:00:00,2025-02-28 03:00:00,NORMAL,GROUP__68025__0009,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__68025__2025072500,68025,2025-07-25 00:00:00,2025-07-24 21:00:00,2025-07-25 03:00:00,NORMAL,GROUP__68025__0009,CONTROL,26.0,20.0,11.0,120.0,93.0,54.0,73.0
CONTROL__7270__2025020107,7270,2025-02-01 07:00:00,2025-02-01 04:00:00,2025-02-01 10:00:00,NORMAL,GROUP__7270__0002,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7270__2025120607,7270,2025-12-06 07:00:00,2025-12-06 04:00:00,2025-12-06 10:00:00,NORMAL,GROUP__7270__0002,CONTROL,248.0,663.0,1373.0,1294.0,1448.0,1668.0,1680.0
CONTROL__T0085__2025062109,T0085,2025-06-21 09:00:00,2025-06-21 06:00:00,2025-06-21 12:00:00,NORMAL,GROUP__T0085__0003,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__T0085__2025122009,T0085,2025-12-20 09:00:00,2025-12-20 06:00:00,2025-12-20 12:00:00,NORMAL,GROUP__T0085__0003,CONTROL,6.0,9.0,12.0,8.0,12.0,12.0,14.0
CONTROL__7126__2025121404,7126,2025-12-14 04:00:00,2025-12-14 01:00:00,2025-12-14 07:00:00,NORMAL,GROUP__7126__0005,CONTROL,57.0,36.0,31.0,36.0,71.0,133.0,212.0
CONTROL__7126__2025092804,7126,2025-09-28 04:00:00,2025-09-28 01:00:00,2025-09-28 07:00:00,NORMAL,GROUP__7126__0005,CONTROL,7.0,5.0,3.0,9.0,13.0,16.0,18.0
CONTROL__55049__2025121407,55049,2025-12-14 07:00:00,2025-12-14 04:00:00,2025-12-14 10:00:00,NORMAL,GROUP__55049__0003,CONTROL,70.0,132.0,264.0,480.0,727.0,1234.0,1273.0
CONTROL__55049__2025051807,55049,2025-05-18 07:00:00,2025-05-18 04:00:00,2025-05-18 10:00:00,NORMAL,GROUP__55049__0003,CONTROL,14.0,7.0,15.0,25.0,17.0,33.0,40.0
CONTROL__55049__2025080315,55049,2025-08-03 15:00:00,2025-08-03 12:00:00,2025-08-03 18:00:00,NORMAL,GROUP__55049__0004,CONTROL,1594.0,1290.0,1177.0,1177.0,1036.0,815.0,552.0
CONTROL__55049__2025031615,55049,2025-03-16 15:00:00,2025-03-16 12:00:00,2025-03-16 18:00:00,NORMAL,GROUP__55049__0004,CONTROL,949.0,1132.0,1091.0,1045.0,1019.0,954.0,786.0
CONTROL__F3FWY003__2025100520,F3FWY003,2025-10-05 20:00:00,2025-10-05 17:00:00,2025-10-05 23:00:00,NORMAL,GROUP__F3FWY003__0015,CONTROL,162.0,159.0,115.0,94.0,61.0,100.0,121.0
CONTROL__F3FWY003__2025052520,F3FWY003,2025-05-25 20:00:00,2025-05-25 17:00:00,2025-05-25 23:00:00,NORMAL,GROUP__F3FWY003__0015,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7168__2025111623,7168,2025-11-16 23:00:00,2025-11-16 20:00:00,2025-11-17 02:00:00,NORMAL,GROUP__7168__0007,CONTROL,269.0,272.0,198.0,96.0,14.0,9.0,6.0
CONTROL__7168__2025061523,7168,2025-06-15 23:00:00,2025-06-15 20:00:00,2025-06-16 02:00:00,NORMAL,GROUP__7168__0007,CONTROL,22.0,22.0,17.0,14.0,49.0,29.0,25.0
CONTROL__33014__2025010523,33014,2025-01-05 23:00:00,2025-01-05 20:00:00,2025-01-06 02:00:00,NORMAL,GROUP__33014__0009,CONTROL,31.0,17.0,22.0,0.0,99.0,64.0,58.0
CONTROL__33014__2025041323,33014,2025-04-13 23:00:00,2025-04-13 20:00:00,2025-04-14 02:00:00,NORMAL,GROUP__33014__0009,CONTROL,41.0,19.0,15.0,0.0,106.0,61.0,43.0
CONTROL__7179__2025111001,7179,2025-11-10 01:00:00,2025-11-09 22:00:00,2025-11-10 04:00:00,NORMAL,GROUP__7179__0016,CONTROL,946.0,606.0,39.0,32.0,32.0,53.0,84.0
CONTROL__7179__2025060901,7179,2025-06-09 01:00:00,2025-06-08 22:00:00,2025-06-09 04:00:00,NORMAL,GROUP__7179__0016,CONTROL,54.0,42.0,245.0,180.0,111.0,93.0,70.0
CONTROL__7112__2025012001,7112,2025-01-20 01:00:00,2025-01-19 22:00:00,2025-01-20 04:00:00,NORMAL,GROUP__7112__0013,CONTROL,465.0,284.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7112__2025051201,7112,2025-05-12 01:00:00,2025-05-11 22:00:00,2025-05-12 04:00:00,NORMAL,GROUP__7112__0013,CONTROL,295.0,274.0,138.0,89.0,59.0,80.0,232.0
CONTROL__50240__2025101302,50240,2025-10-13 02:00:00,2025-10-12 23:00:00,2025-10-13 05:00:00,NORMAL,GROUP__50240__0010,CONTROL,495.0,51.0,52.0,46.0,75.0,139.0,339.0
CONTROL__50240__2025122202,50240,2025-12-22 02:00:00,2025-12-21 23:00:00,2025-12-22 05:00:00,NORMAL,GROUP__50240__0010,CONTROL,449.0,46.0,45.0,46.0,70.0,139.0,261.0
CONTROL__23067__2025121503,23067,2025-12-15 03:00:00,2025-12-15 00:00:00,2025-12-15 06:00:00,NORMAL,GROUP__23067__0007,CONTROL,13.0,29.0,35.0,48.0,82.0,138.0,129.0
CONTROL__23067__2025091503,23067,2025-09-15 03:00:00,2025-09-15 00:00:00,2025-09-15 06:00:00,NORMAL,GROUP__23067__0007,CONTROL,10.0,8.0,21.0,29.0,36.0,43.0,96.0
CONTROL__7112__2025031705,7112,2025-03-17 05:00:00,2025-03-17 02:00:00,2025-03-17 08:00:00,NORMAL,GROUP__7112__0013,CONTROL,1.0,8.0,20.0,21.0,58.0,64.0,60.0
CONTROL__7112__2025070705,7112,2025-07-07 05:00:00,2025-07-07 02:00:00,2025-07-07 08:00:00,NORMAL,GROUP__7112__0013,CONTROL,61.0,78.0,205.0,831.0,1417.0,1237.0,1178.0
CONTROL__F3FWY005__2025081120,F3FWY005,2025-08-11 20:00:00,2025-08-11 17:00:00,2025-08-11 23:00:00,NORMAL,GROUP__F3FWY005__0002,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__F3FWY005__2025031720,F3FWY005,2025-03-17 20:00:00,2025-03-17 17:00:00,2025-03-17 23:00:00,NORMAL,GROUP__F3FWY005__0002,CONTROL,229.0,184.0,175.0,152.0,118.0,5.0,1.0
CONTROL__7168__2025100621,7168,2025-10-06 21:00:00,2025-10-06 18:00:00,2025-10-07 00:00:00,NORMAL,GROUP__7168__0008,CONTROL,69.0,56.0,34.0,33.0,38.0,22.0,10.0
CONTROL__7168__2025102721,7168,2025-10-27 21:00:00,2025-10-27 18:00:00,2025-10-28 00:00:00,NORMAL,GROUP__7168__0008,CONTROL,382.0,246.0,254.0,203.0,160.0,89.0,45.0
CONTROL__50240__2025092923,50240,2025-09-29 23:00:00,2025-09-29 20:00:00,2025-09-30 02:00:00,NORMAL,GROUP__50240__0011,CONTROL,1216.0,0.0,838.0,0.0,258.0,148.0,171.0
CONTROL__50240__2025120823,50240,2025-12-08 23:00:00,2025-12-08 20:00:00,2025-12-09 02:00:00,NORMAL,GROUP__50240__0011,CONTROL,101.0,84.0,72.0,62.0,0.0,0.0,0.0
CONTROL__7179__2025051306,7179,2025-05-13 06:00:00,2025-05-13 03:00:00,2025-05-13 09:00:00,NORMAL,GROUP__7179__0017,CONTROL,78.0,104.0,220.0,351.0,331.0,357.0,440.0
CONTROL__7179__2025072906,7179,2025-07-29 06:00:00,2025-07-29 03:00:00,2025-07-29 09:00:00,NORMAL,GROUP__7179__0017,CONTROL,217.0,413.0,834.0,1270.0,1596.0,1670.0,1426.0
CONTROL__7184__2025011407,7184,2025-01-14 07:00:00,2025-01-14 04:00:00,2025-01-14 10:00:00,NORMAL,GROUP__7184__0013,CONTROL,216.0,739.0,1766.0,2492.0,2364.0,2138.0,1938.0
CONTROL__7184__2025090907,7184,2025-09-09 07:00:00,2025-09-09 04:00:00,2025-09-09 10:00:00,NORMAL,GROUP__7184__0013,CONTROL,45.0,122.0,237.0,195.0,218.0,308.0,294.0
CONTROL__7112__2025052008,7112,2025-05-20 08:00:00,2025-05-20 05:00:00,2025-05-20 11:00:00,NORMAL,GROUP__7112__0014,CONTROL,80.0,192.0,158.0,135.0,193.0,195.0,180.0
CONTROL__7112__2025011408,7112,2025-01-14 08:00:00,2025-01-14 05:00:00,2025-01-14 11:00:00,NORMAL,GROUP__7112__0014,CONTROL,765.0,1480.0,1277.0,1229.0,1027.0,874.0,955.0
CONTROL__7179__2025090211,7179,2025-09-02 11:00:00,2025-09-02 08:00:00,2025-09-02 14:00:00,NORMAL,GROUP__7179__0017,CONTROL,1564.0,1501.0,1274.0,1321.0,1397.0,1570.0,1799.0
CONTROL__7179__2025100711,7179,2025-10-07 11:00:00,2025-10-07 08:00:00,2025-10-07 14:00:00,NORMAL,GROUP__7179__0017,CONTROL,1505.0,1366.0,1394.0,1480.0,1465.0,1437.0,1535.0
CONTROL__47024__2025120920,47024,2025-12-09 20:00:00,2025-12-09 17:00:00,2025-12-09 23:00:00,NORMAL,GROUP__47024__0005,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__47024__2025122320,47024,2025-12-23 20:00:00,2025-12-23 17:00:00,2025-12-23 23:00:00,NORMAL,GROUP__47024__0005,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__50240__2025070820,50240,2025-07-08 20:00:00,2025-07-08 17:00:00,2025-07-08 23:00:00,NORMAL,GROUP__50240__0012,CONTROL,242.0,209.0,137.0,106.0,83.0,60.0,67.0
CONTROL__50240__2025032520,50240,2025-03-25 20:00:00,2025-03-25 17:00:00,2025-03-25 23:00:00,NORMAL,GROUP__50240__0012,CONTROL,185.0,180.0,120.0,109.0,95.0,63.0,71.0
CONTROL__33014__2025120221,33014,2025-12-02 21:00:00,2025-12-02 18:00:00,2025-12-03 00:00:00,NORMAL,GROUP__33014__0010,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__33014__2025090921,33014,2025-09-09 21:00:00,2025-09-09 18:00:00,2025-09-10 00:00:00,NORMAL,GROUP__33014__0010,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__68025__2025010722,68025,2025-01-07 22:00:00,2025-01-07 19:00:00,2025-01-08 01:00:00,NORMAL,GROUP__68025__0010,CONTROL,564.0,447.0,442.0,336.0,170.0,70.0,51.0
CONTROL__68025__2025041522,68025,2025-04-15 22:00:00,2025-04-15 19:00:00,2025-04-16 01:00:00,NORMAL,GROUP__68025__0010,CONTROL,835.0,739.0,640.0,395.0,251.0,7.0,12.0
CONTROL__7132__2025090301,7132,2025-09-03 01:00:00,2025-09-02 22:00:00,2025-09-03 04:00:00,NORMAL,GROUP__7132__0011,CONTROL,261.0,154.0,7.0,5.0,9.0,16.0,30.0
CONTROL__7132__2025102901,7132,2025-10-29 01:00:00,2025-10-28 22:00:00,2025-10-29 04:00:00,NORMAL,GROUP__7132__0011,CONTROL,11.0,13.0,11.0,8.0,9.0,21.0,35.0
CONTROL__7164__2025080606,7164,2025-08-06 06:00:00,2025-08-06 03:00:00,2025-08-06 09:00:00,NORMAL,GROUP__7164__0005,CONTROL,33.0,102.0,347.0,631.0,915.0,955.0,970.0
CONTROL__7164__2025110506,7164,2025-11-05 06:00:00,2025-11-05 03:00:00,2025-11-05 09:00:00,NORMAL,GROUP__7164__0005,CONTROL,15.0,18.0,66.0,124.0,120.0,105.0,101.0
CONTROL__7179__2025011506,7179,2025-01-15 06:00:00,2025-01-15 03:00:00,2025-01-15 09:00:00,NORMAL,GROUP__7179__0018,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7179__2025061106,7179,2025-06-11 06:00:00,2025-06-11 03:00:00,2025-06-11 09:00:00,NORMAL,GROUP__7179__0018,CONTROL,66.0,103.0,236.0,331.0,325.0,350.0,458.0
CONTROL__7163__2025010814,7163,2025-01-08 14:00:00,2025-01-08 11:00:00,2025-01-08 17:00:00,NORMAL,GROUP__7163__0006,CONTROL,75.0,79.0,73.0,60.0,63.0,51.0,62.0
CONTROL__7163__2025043014,7163,2025-04-30 14:00:00,2025-04-30 11:00:00,2025-04-30 17:00:00,NORMAL,GROUP__7163__0006,CONTROL,642.0,642.0,602.0,615.0,717.0,647.0,697.0
CONTROL__7112__2025061818,7112,2025-06-18 18:00:00,2025-06-18 15:00:00,2025-06-18 21:00:00,NORMAL,GROUP__7112__0015,CONTROL,1182.0,1289.0,1250.0,1052.0,920.0,633.0,608.0
CONTROL__7112__2025070218,7112,2025-07-02 18:00:00,2025-07-02 15:00:00,2025-07-02 21:00:00,NORMAL,GROUP__7112__0015,CONTROL,1193.0,1268.0,1172.0,1130.0,784.0,626.0,607.0
CONTROL__7112__2025012923,7112,2025-01-29 23:00:00,2025-01-29 20:00:00,2025-01-30 02:00:00,NORMAL,GROUP__7112__0015,CONTROL,0.0,0.0,0.0,0.0,12.0,10.0,16.0
CONTROL__7112__2025100123,7112,2025-10-01 23:00:00,2025-10-01 20:00:00,2025-10-02 02:00:00,NORMAL,GROUP__7112__0015,CONTROL,796.0,711.0,470.0,274.0,25.0,15.0,21.0
CONTROL__51235__2025110523,51235,2025-11-05 23:00:00,2025-11-05 20:00:00,2025-11-06 02:00:00,NORMAL,GROUP__51235__0014,CONTROL,0.0,0.0,0.0,0.0,17.0,18.0,19.0
CONTROL__51235__2025061123,51235,2025-06-11 23:00:00,2025-06-11 20:00:00,2025-06-12 02:00:00,NORMAL,GROUP__51235__0014,CONTROL,54.0,33.0,26.0,30.0,17.0,12.0,9.0
CONTROL__7159__2025040301,7159,2025-04-03 01:00:00,2025-04-02 22:00:00,2025-04-03 04:00:00,NORMAL,GROUP__7159__0003,CONTROL,562.0,305.0,189.0,116.0,85.0,108.0,212.0
CONTROL__7159__2025070301,7159,2025-07-03 01:00:00,2025-07-02 22:00:00,2025-07-03 04:00:00,NORMAL,GROUP__7159__0003,CONTROL,507.0,306.0,22.0,25.0,22.0,28.0,56.0
CONTROL__7112__2025052202,7112,2025-05-22 02:00:00,2025-05-21 23:00:00,2025-05-22 05:00:00,NORMAL,GROUP__7112__0015,CONTROL,274.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7112__2025070302,7112,2025-07-03 02:00:00,2025-07-02 23:00:00,2025-07-03 05:00:00,NORMAL,GROUP__7112__0015,CONTROL,284.0,141.0,79.0,68.0,74.0,213.0,823.0
CONTROL__7120__2025032004,7120,2025-03-20 04:00:00,2025-03-20 01:00:00,2025-03-20 07:00:00,NORMAL,GROUP__7120__0018,CONTROL,74.0,61.0,64.0,186.0,624.0,745.0,697.0
CONTROL__7120__2025072404,7120,2025-07-24 04:00:00,2025-07-24 01:00:00,2025-07-24 07:00:00,NORMAL,GROUP__7120__0018,CONTROL,72.0,57.0,64.0,162.0,591.0,755.0,691.0
CONTROL__7121__2025112704,7121,2025-11-27 04:00:00,2025-11-27 01:00:00,2025-11-27 07:00:00,NORMAL,GROUP__7121__0018,CONTROL,57.0,46.0,44.0,52.0,126.0,210.0,329.0
CONTROL__7121__2025040304,7121,2025-04-03 04:00:00,2025-04-03 01:00:00,2025-04-03 07:00:00,NORMAL,GROUP__7121__0018,CONTROL,28.0,36.0,25.0,34.0,106.0,199.0,310.0
CONTROL__7164__2025042404,7164,2025-04-24 04:00:00,2025-04-24 01:00:00,2025-04-24 07:00:00,NORMAL,GROUP__7164__0006,CONTROL,13.0,8.0,8.0,20.0,34.0,64.0,73.0
CONTROL__7164__2025091104,7164,2025-09-11 04:00:00,2025-09-11 01:00:00,2025-09-11 07:00:00,NORMAL,GROUP__7164__0006,CONTROL,9.0,8.0,10.0,17.0,36.0,75.0,82.0
CONTROL__57025__2025012307,57025,2025-01-23 07:00:00,2025-01-23 04:00:00,2025-01-23 10:00:00,NORMAL,GROUP__57025__0002,CONTROL,139.0,394.0,456.0,519.0,490.0,506.0,505.0
CONTROL__57025__2025013007,57025,2025-01-30 07:00:00,2025-01-30 04:00:00,2025-01-30 10:00:00,NORMAL,GROUP__57025__0002,CONTROL,160.0,403.0,446.0,588.0,474.0,517.0,536.0
CONTROL__7153__2025103009,7153,2025-10-30 09:00:00,2025-10-30 06:00:00,2025-10-30 12:00:00,NORMAL,GROUP__7153__0009,CONTROL,323.0,286.0,230.0,231.0,217.0,260.0,235.0
CONTROL__7153__2025041009,7153,2025-04-10 09:00:00,2025-04-10 06:00:00,2025-04-10 12:00:00,NORMAL,GROUP__7153__0009,CONTROL,1527.0,1588.0,1602.0,1138.0,978.0,906.0,884.0
CONTROL__7184__2025100211,7184,2025-10-02 11:00:00,2025-10-02 08:00:00,2025-10-02 14:00:00,NORMAL,GROUP__7184__0014,CONTROL,253.0,288.0,291.0,370.0,359.0,348.0,329.0
CONTROL__7184__2025051511,7184,2025-05-15 11:00:00,2025-05-15 08:00:00,2025-05-15 14:00:00,NORMAL,GROUP__7184__0014,CONTROL,2432.0,2106.0,2055.0,2063.0,1939.0,1855.0,2047.0
CONTROL__7275__2025121121,7275,2025-12-11 21:00:00,2025-12-11 18:00:00,2025-12-12 00:00:00,NORMAL,GROUP__7275__0002,CONTROL,940.0,669.0,631.0,616.0,620.0,450.0,305.0
CONTROL__7275__2025091121,7275,2025-09-11 21:00:00,2025-09-11 18:00:00,2025-09-12 00:00:00,NORMAL,GROUP__7275__0002,CONTROL,593.0,513.0,396.0,343.0,238.0,153.0,89.0
CONTROL__23067__2025060604,23067,2025-06-06 04:00:00,2025-06-06 01:00:00,2025-06-06 07:00:00,NORMAL,GROUP__23067__0008,CONTROL,20.0,18.0,38.0,58.0,88.0,160.0,162.0
CONTROL__23067__2025090504,23067,2025-09-05 04:00:00,2025-09-05 01:00:00,2025-09-05 07:00:00,NORMAL,GROUP__23067__0008,CONTROL,30.0,21.0,27.0,45.0,40.0,66.0,113.0
CONTROL__7248__2025071107,7248,2025-07-11 07:00:00,2025-07-11 04:00:00,2025-07-11 10:00:00,NORMAL,GROUP__7248__0010,CONTROL,368.0,1148.0,1240.0,1326.0,1224.0,1134.0,1101.0
CONTROL__7248__2025070407,7248,2025-07-04 07:00:00,2025-07-04 04:00:00,2025-07-04 10:00:00,NORMAL,GROUP__7248__0010,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__50240__2025120601,50240,2025-12-06 01:00:00,2025-12-05 22:00:00,2025-12-06 04:00:00,NORMAL,GROUP__50240__0013,CONTROL,0.0,0.0,504.0,338.0,276.0,257.0,500.0
CONTROL__50240__2025101801,50240,2025-10-18 01:00:00,2025-10-17 22:00:00,2025-10-18 04:00:00,NORMAL,GROUP__50240__0013,CONTROL,64.0,51.0,489.0,270.0,217.0,209.0,437.0
CONTROL__47024__2025041907,47024,2025-04-19 07:00:00,2025-04-19 04:00:00,2025-04-19 10:00:00,NORMAL,GROUP__47024__0006,CONTROL,231.0,373.0,670.0,798.0,950.0,1180.0,977.0
CONTROL__47024__2025050307,47024,2025-05-03 07:00:00,2025-05-03 04:00:00,2025-05-03 10:00:00,NORMAL,GROUP__47024__0006,CONTROL,437.0,781.0,982.0,964.0,1107.0,1200.0,1209.0
CONTROL__53004__2025021600,53004,2025-02-16 00:00:00,2025-02-15 21:00:00,2025-02-16 03:00:00,NORMAL,GROUP__53004__0009,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__53004__2025080300,53004,2025-08-03 00:00:00,2025-08-02 21:00:00,2025-08-03 03:00:00,NORMAL,GROUP__53004__0009,CONTROL,398.0,405.0,267.0,160.0,75.0,71.0,61.0
CONTROL__10011__2025060800,10011,2025-06-08 00:00:00,2025-06-07 21:00:00,2025-06-08 03:00:00,NORMAL,GROUP__10011__0008,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__10011__2025022300,10011,2025-02-23 00:00:00,2025-02-22 21:00:00,2025-02-23 03:00:00,NORMAL,GROUP__10011__0008,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7139__2025042000,7139,2025-04-20 00:00:00,2025-04-19 21:00:00,2025-04-20 03:00:00,NORMAL,GROUP__7139__0008,CONTROL,1117.0,1259.0,921.0,33.0,25.0,14.0,11.0
CONTROL__7139__2025082400,7139,2025-08-24 00:00:00,2025-08-23 21:00:00,2025-08-24 03:00:00,NORMAL,GROUP__7139__0008,CONTROL,37.0,39.0,43.0,35.0,16.0,20.0,16.0
CONTROL__50240__2025100500,50240,2025-10-05 00:00:00,2025-10-04 21:00:00,2025-10-05 03:00:00,NORMAL,GROUP__50240__0014,CONTROL,0.0,1192.0,864.0,521.0,368.0,0.0,256.0
CONTROL__50240__2025060100,50240,2025-06-01 00:00:00,2025-05-31 21:00:00,2025-06-01 03:00:00,NORMAL,GROUP__50240__0014,CONTROL,1380.0,1235.0,893.0,36.0,28.0,15.0,18.0
CONTROL__68025__2025041304,68025,2025-04-13 04:00:00,2025-04-13 01:00:00,2025-04-13 07:00:00,NORMAL,GROUP__68025__0011,CONTROL,115.0,77.0,64.0,63.0,147.0,268.0,314.0
CONTROL__68025__2025090704,68025,2025-09-07 04:00:00,2025-09-07 01:00:00,2025-09-07 07:00:00,NORMAL,GROUP__68025__0011,CONTROL,3.0,0.0,4.0,5.0,10.0,17.0,15.0
CONTROL__T0231__2025011905,T0231,2025-01-19 05:00:00,2025-01-19 02:00:00,2025-01-19 08:00:00,NORMAL,GROUP__T0231__0002,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__T0231__2025122805,T0231,2025-12-28 05:00:00,2025-12-28 02:00:00,2025-12-28 08:00:00,NORMAL,GROUP__T0231__0002,CONTROL,128.0,109.0,133.0,280.0,351.0,420.0,573.0
CONTROL__9658__2025091407,9658,2025-09-14 07:00:00,2025-09-14 04:00:00,2025-09-14 10:00:00,NORMAL,GROUP__9658__0009,CONTROL,13.0,18.0,33.0,38.0,49.0,64.0,68.0
CONTROL__9658__2025011207,9658,2025-01-12 07:00:00,2025-01-12 04:00:00,2025-01-12 10:00:00,NORMAL,GROUP__9658__0009,CONTROL,110.0,118.0,254.0,396.0,563.0,868.0,894.0
CONTROL__22001__2025112310,22001,2025-11-23 10:00:00,2025-11-23 07:00:00,2025-11-23 13:00:00,NORMAL,GROUP__22001__0005,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__22001__2025021610,22001,2025-02-16 10:00:00,2025-02-16 07:00:00,2025-02-16 13:00:00,NORMAL,GROUP__22001__0005,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7120__2025060111,7120,2025-06-01 11:00:00,2025-06-01 08:00:00,2025-06-01 14:00:00,NORMAL,GROUP__7120__0019,CONTROL,533.0,639.0,698.0,637.0,718.0,685.0,673.0
CONTROL__7120__2025050411,7120,2025-05-04 11:00:00,2025-05-04 08:00:00,2025-05-04 14:00:00,NORMAL,GROUP__7120__0019,CONTROL,32.0,42.0,27.0,27.0,24.0,31.0,29.0
CONTROL__7121__2025030911,7121,2025-03-09 11:00:00,2025-03-09 08:00:00,2025-03-09 14:00:00,NORMAL,GROUP__7121__0019,CONTROL,17.0,35.0,37.0,57.0,61.0,63.0,51.0
CONTROL__7121__2025070611,7121,2025-07-06 11:00:00,2025-07-06 08:00:00,2025-07-06 14:00:00,NORMAL,GROUP__7121__0019,CONTROL,175.0,241.0,376.0,389.0,304.0,342.0,390.0
CONTROL__7168__2025111618,7168,2025-11-16 18:00:00,2025-11-16 15:00:00,2025-11-16 21:00:00,NORMAL,GROUP__7168__0009,CONTROL,441.0,439.0,449.0,358.0,271.0,269.0,272.0
CONTROL__7168__2025061518,7168,2025-06-15 18:00:00,2025-06-15 15:00:00,2025-06-15 21:00:00,NORMAL,GROUP__7168__0009,CONTROL,37.0,20.0,15.0,25.0,26.0,22.0,22.0
CONTROL__7161__2025091419,7161,2025-09-14 19:00:00,2025-09-14 16:00:00,2025-09-14 22:00:00,NORMAL,GROUP__7161__0006,CONTROL,63.0,78.0,58.0,51.0,28.0,25.0,17.0
CONTROL__7161__2025062919,7161,2025-06-29 19:00:00,2025-06-29 16:00:00,2025-06-29 22:00:00,NORMAL,GROUP__7161__0006,CONTROL,67.0,74.0,55.0,48.0,28.0,23.0,11.0
CONTROL__7161__2025060202,7161,2025-06-02 02:00:00,2025-06-01 23:00:00,2025-06-02 05:00:00,NORMAL,GROUP__7161__0007,CONTROL,14.0,7.0,10.0,6.0,20.0,31.0,98.0
CONTROL__7161__2025111002,7161,2025-11-10 02:00:00,2025-11-09 23:00:00,2025-11-10 05:00:00,NORMAL,GROUP__7161__0007,CONTROL,236.0,89.0,71.0,56.0,62.0,165.0,562.0
CONTROL__F3FWY003__2025111719,F3FWY003,2025-11-17 19:00:00,2025-11-17 16:00:00,2025-11-17 22:00:00,NORMAL,GROUP__F3FWY003__0016,CONTROL,451.0,404.0,326.0,245.0,218.0,163.0,166.0
CONTROL__F3FWY003__2025102719,F3FWY003,2025-10-27 19:00:00,2025-10-27 16:00:00,2025-10-27 22:00:00,NORMAL,GROUP__F3FWY003__0016,CONTROL,618.0,470.0,356.0,302.0,214.0,209.0,168.0
CONTROL__7179__2025120900,7179,2025-12-09 00:00:00,2025-12-08 21:00:00,2025-12-09 03:00:00,NORMAL,GROUP__7179__0019,CONTROL,104.0,88.0,78.0,329.0,202.0,146.0,248.0
CONTROL__7179__2025041500,7179,2025-04-15 00:00:00,2025-04-14 21:00:00,2025-04-15 03:00:00,NORMAL,GROUP__7179__0019,CONTROL,94.0,77.0,49.0,55.0,43.0,46.0,76.0
CONTROL__29005__2025032504,29005,2025-03-25 04:00:00,2025-03-25 01:00:00,2025-03-25 07:00:00,NORMAL,GROUP__29005__0007,CONTROL,36.0,45.0,54.0,158.0,286.0,582.0,472.0
CONTROL__29005__2025092304,29005,2025-09-23 04:00:00,2025-09-23 01:00:00,2025-09-23 07:00:00,NORMAL,GROUP__29005__0007,CONTROL,191.0,144.0,172.0,324.0,872.0,2342.0,3377.0
CONTROL__10011__2025042912,10011,2025-04-29 12:00:00,2025-04-29 09:00:00,2025-04-29 15:00:00,NORMAL,GROUP__10011__0009,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__10011__2025090212,10011,2025-09-02 12:00:00,2025-09-02 09:00:00,2025-09-02 15:00:00,NORMAL,GROUP__10011__0009,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONTROL__7139__2025081212,7139,2025-08-12 12:00:00,2025-08-12 09:00:00,2025-08-12 15:00:00,NORMAL,GROUP__7139__0009,CONTROL,266.0,334.0,360.0,348.0,372.0,381.0,388.0
CONTROL__7139__2025070812,7139,2025-07-08 12:00:00,2025-07-08 09:00:00,2025-07-08 15:00:00,NORMAL,GROUP__7139__0009,CONTROL,291.0,297.0,358.0,354.0,330.0,362.0,432.0
CONTROL__9658__2025102821,9658,2025-10-28 21:00:00,2025-10-28 18:00:00,2025-10-29 00:00:00,NORMAL,GROUP__9658__0010,CONTROL,947.0,832.0,660.0,567.0,449.0,294.0,25.0
CONTROL__9658__2025012821,9658,2025-01-28 21:00:00,2025-01-28 18:00:00,2025-01-29 00:00:00,NORMAL,GROUP__9658__0010,CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
