event_sample_id,station_id,anchor_time,window_start,window_end,target_class,split_group_id,sample_type,flow_t_minus_3,flow_t_minus_2,flow_t_minus_1,flow_t0,flow_t_plus_1,flow_t_plus_2,flow_t_plus_3
INCIDENT__240340.0-webtirf__100001,100001,2025-06-27 00:00:00,2025-06-26 21:00:00,2025-06-27 03:00:00,ACCIDENT,GROUP__100001__0001,INCIDENT,646.0,471.0,288.0,178.0,123.0,86.0,152.0
INCIDENT__247639-webtirf__100001,100001,2025-08-29 05:00:00,2025-08-29 02:00:00,2025-08-29 08:00:00,ACCIDENT,GROUP__100001__0002,INCIDENT,93.0,117.0,226.0,481.0,875.0,1063.0,1164.0
INCIDENT__250888-webtirf__100001,100001,2025-09-27 13:00:00,2025-09-27 10:00:00,2025-09-27 16:00:00,ACCIDENT,GROUP__100001__0003,INCIDENT,118.0,88.0,117.0,108.0,81.0,86.0,76.0
INCIDENT__219957-webtirf__10011,10011,2025-01-08 19:00:00,2025-01-08 16:00:00,2025-01-08 22:00:00,ACCIDENT,GROUP__10011__0001,INCIDENT,1576.0,1732.0,1482.0,871.0,729.0,749.0,521.0
INCIDENT__221139-webtirf__10011,10011,2025-01-17 21:00:00,2025-01-17 18:00:00,2025-01-18 00:00:00,OTHER_DISRUPTION,GROUP__10011__0002,INCIDENT,98.0,41.0,37.0,30.0,21.0,12.0,11.0
INCIDENT__221259-webtirf__10011,10011,2025-01-18 23:00:00,2025-01-18 20:00:00,2025-01-19 02:00:00,ACCIDENT,GROUP__10011__0003,INCIDENT,49.0,26.0,25.0,22.0,910.0,598.0,438.0
INCIDENT__222066-webtirf__10011,10011,2025-01-28 05:00:00,2025-01-28 02:00:00,2025-01-28 08:00:00,OTHER_DISRUPTION,GROUP__10011__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__223065-webtirf__10011,10011,2025-02-06 20:00:00,2025-02-06 17:00:00,2025-02-06 23:00:00,ACCIDENT,GROUP__10011__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__223348-webtirf__10011,10011,2025-02-09 21:00:00,2025-02-09 18:00:00,2025-02-10 00:00:00,OTHER_DISRUPTION,GROUP__10011__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__225542-webtirf__10011,10011,2025-03-03 19:00:00,2025-03-03 16:00:00,2025-03-03 22:00:00,OTHER_DISRUPTION,GROUP__10011__0007,INCIDENT,0.0,15.0,12.0,11.0,4.0,6.0,5.0
INCIDENT__227604-webtirf__10011,10011,2025-03-16 00:00:00,2025-03-15 21:00:00,2025-03-16 03:00:00,OTHER_DISRUPTION,GROUP__10011__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__227875-webtirf__10011,10011,2025-03-18 12:00:00,2025-03-18 09:00:00,2025-03-18 15:00:00,OTHER_DISRUPTION,GROUP__10011__0009,INCIDENT,277.0,307.0,355.0,313.0,345.0,350.0,435.0
INCIDENT__227942-webtirf__10011,10011,2025-03-19 02:00:00,2025-03-18 23:00:00,2025-03-19 05:00:00,OTHER_DISRUPTION,GROUP__10011__0010,INCIDENT,0.0,24.0,18.0,12.0,15.0,17.0,127.0
INCIDENT__229247-webtirf__10011,10011,2025-03-28 07:00:00,2025-03-28 04:00:00,2025-03-28 10:00:00,OTHER_DISRUPTION,GROUP__10011__0011,INCIDENT,25.0,95.0,356.0,313.0,242.0,289.0,247.0
INCIDENT__229624-webtirf__10011,10011,2025-03-30 16:00:00,2025-03-30 13:00:00,2025-03-30 19:00:00,OTHER_DISRUPTION,GROUP__10011__0012,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__230250.0-webtirf__10011,10011,2025-04-03 08:00:00,2025-04-03 05:00:00,2025-04-03 11:00:00,ACCIDENT,GROUP__10011__0013,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__230436-webtirf__10011,10011,2025-04-05 01:00:00,2025-04-04 22:00:00,2025-04-05 04:00:00,OTHER_DISRUPTION,GROUP__10011__0014,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__230746-webtirf__10011,10011,2025-04-08 12:00:00,2025-04-08 09:00:00,2025-04-08 15:00:00,OTHER_DISRUPTION,GROUP__10011__0015,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__231592-webtirf__10011,10011,2025-04-15 22:00:00,2025-04-15 19:00:00,2025-04-16 01:00:00,OTHER_DISRUPTION,GROUP__10011__0016,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__232619-webtirf__10011,10011,2025-04-26 11:00:00,2025-04-26 08:00:00,2025-04-26 14:00:00,OTHER_DISRUPTION,GROUP__10011__0017,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__234658-webtirf__10011,10011,2025-05-15 04:00:00,2025-05-15 01:00:00,2025-05-15 07:00:00,OTHER_DISRUPTION,GROUP__10011__0018,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__236245-webtirf__10011,10011,2025-05-22 21:00:00,2025-05-22 18:00:00,2025-05-23 00:00:00,OTHER_DISRUPTION,GROUP__10011__0019,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__236855-webtirf__10011,10011,2025-05-26 04:00:00,2025-05-26 01:00:00,2025-05-26 07:00:00,ACCIDENT,GROUP__10011__0020,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__239895-webtirf__10011,10011,2025-06-23 05:00:00,2025-06-23 02:00:00,2025-06-23 08:00:00,OTHER_DISRUPTION,GROUP__10011__0021,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__241047-webtirf__10011,10011,2025-07-02 03:00:00,2025-07-02 00:00:00,2025-07-02 06:00:00,OTHER_DISRUPTION,GROUP__10011__0022,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__241285-webtirf__10011,10011,2025-07-04 02:00:00,2025-07-03 23:00:00,2025-07-04 05:00:00,OTHER_DISRUPTION,GROUP__10011__0023,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__241668-webtirf__10011,10011,2025-07-09 03:00:00,2025-07-09 00:00:00,2025-07-09 06:00:00,OTHER_DISRUPTION,GROUP__10011__0024,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__241875-webtirf__10011,10011,2025-07-10 17:00:00,2025-07-10 14:00:00,2025-07-10 20:00:00,ACCIDENT,GROUP__10011__0025,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__242502-webtirf__10011,10011,2025-07-17 05:00:00,2025-07-17 02:00:00,2025-07-17 08:00:00,OTHER_DISRUPTION,GROUP__10011__0026,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__243678-webtirf__10011,10011,2025-07-29 06:00:00,2025-07-29 03:00:00,2025-07-29 09:00:00,OTHER_DISRUPTION,GROUP__10011__0027,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__243850.0-webtirf__10011,10011,2025-07-30 21:00:00,2025-07-30 18:00:00,2025-07-31 00:00:00,OTHER_DISRUPTION,GROUP__10011__0028,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__243928-webtirf__10011,10011,2025-07-31 03:00:00,2025-07-31 00:00:00,2025-07-31 06:00:00,OTHER_DISRUPTION,GROUP__10011__0028,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__245534-webtirf__10011,10011,2025-08-12 23:00:00,2025-08-12 20:00:00,2025-08-13 02:00:00,OTHER_DISRUPTION,GROUP__10011__0029,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__245981-webtirf__10011,10011,2025-08-17 17:00:00,2025-08-17 14:00:00,2025-08-17 20:00:00,OTHER_DISRUPTION,GROUP__10011__0030,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__247611-webtirf__10011,10011,2025-08-29 02:00:00,2025-08-28 23:00:00,2025-08-29 05:00:00,OTHER_DISRUPTION,GROUP__10011__0031,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__250287-webtirf__10011,10011,2025-09-22 04:00:00,2025-09-22 01:00:00,2025-09-22 07:00:00,ACCIDENT,GROUP__10011__0032,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__252263-webtirf__10011,10011,2025-10-11 02:00:00,2025-10-10 23:00:00,2025-10-11 05:00:00,ACCIDENT,GROUP__10011__0033,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__252661-webtirf__10011,10011,2025-10-15 05:00:00,2025-10-15 02:00:00,2025-10-15 08:00:00,ACCIDENT,GROUP__10011__0034,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__252747-webtirf__10011,10011,2025-10-16 00:00:00,2025-10-15 21:00:00,2025-10-16 03:00:00,OTHER_DISRUPTION,GROUP__10011__0035,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__253707-webtirf__10011,10011,2025-10-24 18:00:00,2025-10-24 15:00:00,2025-10-24 21:00:00,OTHER_DISRUPTION,GROUP__10011__0036,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__253737-webtirf__10011,10011,2025-10-25 05:00:00,2025-10-25 02:00:00,2025-10-25 08:00:00,OTHER_DISRUPTION,GROUP__10011__0037,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__254102-webtirf__10011,10011,2025-10-29 02:00:00,2025-10-28 23:00:00,2025-10-29 05:00:00,OTHER_DISRUPTION,GROUP__10011__0038,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__254259-webtirf__10011,10011,2025-10-30 07:00:00,2025-10-30 04:00:00,2025-10-30 10:00:00,ACCIDENT,GROUP__10011__0039,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__254665-webtirf__10011,10011,2025-11-03 21:00:00,2025-11-03 18:00:00,2025-11-04 00:00:00,OTHER_DISRUPTION,GROUP__10011__0040,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__255476-webtirf__10011,10011,2025-11-12 05:00:00,2025-11-12 02:00:00,2025-11-12 08:00:00,OTHER_DISRUPTION,GROUP__10011__0041,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__256862-webtirf__10011,10011,2025-11-25 03:00:00,2025-11-25 00:00:00,2025-11-25 06:00:00,OTHER_DISRUPTION,GROUP__10011__0042,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__257275-webtirf__10011,10011,2025-11-27 05:00:00,2025-11-27 02:00:00,2025-11-27 08:00:00,OTHER_DISRUPTION,GROUP__10011__0043,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__257294-webtirf__10011,10011,2025-11-27 07:00:00,2025-11-27 04:00:00,2025-11-27 10:00:00,OTHER_DISRUPTION,GROUP__10011__0043,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__259126-webtirf__10011,10011,2025-12-12 16:00:00,2025-12-12 13:00:00,2025-12-12 19:00:00,OTHER_DISRUPTION,GROUP__10011__0044,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__260293-webtirf__10011,10011,2025-12-25 11:00:00,2025-12-25 08:00:00,2025-12-25 14:00:00,ACCIDENT,GROUP__10011__0045,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__260541-webtirf__10011,10011,2025-12-30 12:00:00,2025-12-30 09:00:00,2025-12-30 15:00:00,OTHER_DISRUPTION,GROUP__10011__0046,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__219613-webtirf__22001,22001,2025-01-05 05:00:00,2025-01-05 02:00:00,2025-01-05 08:00:00,OTHER_DISRUPTION,GROUP__22001__0001,INCIDENT,117.0,113.0,328.0,692.0,1131.0,1694.0,1684.0
INCIDENT__223658-webtirf__22001,22001,2025-02-12 10:00:00,2025-02-12 07:00:00,2025-02-12 13:00:00,OTHER_DISRUPTION,GROUP__22001__0002,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__224168-webtirf__22001,22001,2025-02-17 09:00:00,2025-02-17 06:00:00,2025-02-17 12:00:00,OTHER_DISRUPTION,GROUP__22001__0003,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__224638-webtirf__22001,22001,2025-02-21 05:00:00,2025-02-21 02:00:00,2025-02-21 08:00:00,OTHER_DISRUPTION,GROUP__22001__0004,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__227659-webtirf__22001,22001,2025-03-16 10:00:00,2025-03-16 07:00:00,2025-03-16 13:00:00,OTHER_DISRUPTION,GROUP__22001__0005,INCIDENT,63.0,111.0,114.0,87.0,106.0,117.0,354.0
INCIDENT__230395-webtirf__22001,22001,2025-04-04 08:00:00,2025-04-04 05:00:00,2025-04-04 11:00:00,OTHER_DISRUPTION,GROUP__22001__0006,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__231160.0-webtirf__22001,22001,2025-04-11 06:00:00,2025-04-11 03:00:00,2025-04-11 09:00:00,OTHER_DISRUPTION,GROUP__22001__0007,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__233764-webtirf__22001,22001,2025-05-06 20:00:00,2025-05-06 17:00:00,2025-05-06 23:00:00,ACCIDENT,GROUP__22001__0008,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__237222-webtirf__22001,22001,2025-05-28 06:00:00,2025-05-28 03:00:00,2025-05-28 09:00:00,OTHER_DISRUPTION,GROUP__22001__0009,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__237265-webtirf__22001,22001,2025-05-28 22:00:00,2025-05-28 19:00:00,2025-05-29 01:00:00,OTHER_DISRUPTION,GROUP__22001__0010,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__241577-webtirf__22001,22001,2025-07-07 22:00:00,2025-07-07 19:00:00,2025-07-08 01:00:00,OTHER_DISRUPTION,GROUP__22001__0011,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__247753-webtirf__22001,22001,2025-08-31 02:00:00,2025-08-30 23:00:00,2025-08-31 05:00:00,ACCIDENT,GROUP__22001__0012,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__252087-webtirf__22001,22001,2025-10-09 19:00:00,2025-10-09 16:00:00,2025-10-09 22:00:00,OTHER_DISRUPTION,GROUP__22001__0013,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__256041-webtirf__22001,22001,2025-11-17 21:00:00,2025-11-17 18:00:00,2025-11-18 00:00:00,OTHER_DISRUPTION,GROUP__22001__0014,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__256247-webtirf__22001,22001,2025-11-19 20:00:00,2025-11-19 17:00:00,2025-11-19 23:00:00,OTHER_DISRUPTION,GROUP__22001__0015,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__259859-webtirf__22001,22001,2025-12-20 18:00:00,2025-12-20 15:00:00,2025-12-20 21:00:00,ACCIDENT,GROUP__22001__0016,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__219670.0-webtirf__23067,23067,2025-01-06 03:00:00,2025-01-06 00:00:00,2025-01-06 06:00:00,OTHER_DISRUPTION,GROUP__23067__0001,INCIDENT,51.0,101.0,367.0,882.0,1321.0,1756.0,2103.0
INCIDENT__219807-webtirf__23067,23067,2025-01-07 04:00:00,2025-01-07 01:00:00,2025-01-07 07:00:00,OTHER_DISRUPTION,GROUP__23067__0002,INCIDENT,185.0,229.0,450.0,685.0,897.0,1361.0,1550.0
INCIDENT__221498-webtirf__23067,23067,2025-01-21 05:00:00,2025-01-21 02:00:00,2025-01-21 08:00:00,OTHER_DISRUPTION,GROUP__23067__0003,INCIDENT,375.0,742.0,1107.0,1701.0,2330.0,2269.0,1647.0
INCIDENT__221794-webtirf__23067,23067,2025-01-24 04:00:00,2025-01-24 01:00:00,2025-01-24 07:00:00,OTHER_DISRUPTION,GROUP__23067__0004,INCIDENT,78.0,204.0,445.0,698.0,995.0,1304.0,1686.0
INCIDENT__224696-webtirf__23067,23067,2025-02-22 03:00:00,2025-02-22 00:00:00,2025-02-22 06:00:00,OTHER_DISRUPTION,GROUP__23067__0005,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__225822-webtirf__23067,23067,2025-03-05 21:00:00,2025-03-05 18:00:00,2025-03-06 00:00:00,OTHER_DISRUPTION,GROUP__23067__0006,INCIDENT,742.0,723.0,663.0,506.0,150.0,53.0,85.0
INCIDENT__226899-webtirf__23067,23067,2025-03-10 03:00:00,2025-03-10 00:00:00,2025-03-10 06:00:00,OTHER_DISRUPTION,GROUP__23067__0007,INCIDENT,72.0,79.0,217.0,361.0,652.0,878.0,1318.0
INCIDENT__227483-webtirf__23067,23067,2025-03-14 04:00:00,2025-03-14 01:00:00,2025-03-14 07:00:00,ACCIDENT,GROUP__23067__0008,INCIDENT,34.0,64.0,43.0,81.0,124.0,119.0,99.0
INCIDENT__229038-webtirf__23067,23067,2025-03-27 22:00:00,2025-03-27 19:00:00,2025-03-28 01:00:00,OTHER_DISRUPTION,GROUP__23067__0009,INCIDENT,50.0,46.0,34.0,41.0,23.0,59.0,118.0
INCIDENT__230717-webtirf__23067,23067,2025-04-08 06:00:00,2025-04-08 03:00:00,2025-04-08 09:00:00,ACCIDENT,GROUP__23067__0010,INCIDENT,28.0,34.0,54.0,86.0,97.0,83.0,91.0
INCIDENT__230880.0-webtirf__23067,23067,2025-04-09 12:00:00,2025-04-09 09:00:00,2025-04-09 15:00:00,OTHER_DISRUPTION,GROUP__23067__0011,INCIDENT,0.0,0.0,0.0,0.0,1414.0,1580.0,2003.0
INCIDENT__233085-webtirf__23067,23067,2025-04-30 07:00:00,2025-04-30 04:00:00,2025-04-30 10:00:00,ACCIDENT,GROUP__23067__0012,INCIDENT,33.0,36.0,64.0,88.0,94.0,103.0,109.0
INCIDENT__233129-webtirf__23067,23067,2025-04-30 21:00:00,2025-04-30 18:00:00,2025-05-01 00:00:00,OTHER_DISRUPTION,GROUP__23067__0013,INCIDENT,101.0,53.0,41.0,41.0,39.0,52.0,12.0
INCIDENT__233783-webtirf__23067,23067,2025-05-06 23:00:00,2025-05-06 20:00:00,2025-05-07 02:00:00,OTHER_DISRUPTION,GROUP__23067__0014,INCIDENT,736.0,556.0,351.0,79.0,46.0,60.0,139.0
INCIDENT__234742-webtirf__23067,23067,2025-05-15 21:00:00,2025-05-15 18:00:00,2025-05-16 00:00:00,ACCIDENT,GROUP__23067__0015,INCIDENT,59.0,61.0,59.0,39.0,41.0,48.0,43.0
INCIDENT__234896-webtirf__23067,23067,2025-05-17 03:00:00,2025-05-17 00:00:00,2025-05-17 06:00:00,OTHER_DISRUPTION,GROUP__23067__0016,INCIDENT,160.0,105.0,128.0,228.0,413.0,689.0,1144.0
INCIDENT__236411-webtirf__23067,23067,2025-05-23 01:00:00,2025-05-22 22:00:00,2025-05-23 04:00:00,OTHER_DISRUPTION,GROUP__23067__0017,INCIDENT,1255.0,804.0,17.0,23.0,19.0,25.0,59.0
INCIDENT__236980.0-webtirf__23067,23067,2025-05-26 20:00:00,2025-05-26 17:00:00,2025-05-26 23:00:00,OTHER_DISRUPTION,GROUP__23067__0018,INCIDENT,66.0,52.0,60.0,50.0,43.0,24.0,31.0
INCIDENT__238176-webtirf__23067,23067,2025-06-05 10:00:00,2025-06-05 07:00:00,2025-06-05 13:00:00,OTHER_DISRUPTION,GROUP__23067__0019,INCIDENT,142.0,126.0,132.0,107.0,111.0,103.0,77.0
INCIDENT__238514-webtirf__23067,23067,2025-06-09 23:00:00,2025-06-09 20:00:00,2025-06-10 02:00:00,OTHER_DISRUPTION,GROUP__23067__0020,INCIDENT,28.0,32.0,15.0,12.0,29.0,52.0,115.0
INCIDENT__238722-webtirf__23067,23067,2025-06-11 15:00:00,2025-06-11 12:00:00,2025-06-11 18:00:00,OTHER_DISRUPTION,GROUP__23067__0021,INCIDENT,1213.0,1174.0,929.0,940.0,1184.0,1261.0,1005.0
INCIDENT__239246-webtirf__23067,23067,2025-06-16 22:00:00,2025-06-16 19:00:00,2025-06-17 01:00:00,OTHER_DISRUPTION,GROUP__23067__0022,INCIDENT,60.0,44.0,30.0,35.0,26.0,134.0,74.0
INCIDENT__242093-webtirf__23067,23067,2025-07-13 20:00:00,2025-07-13 17:00:00,2025-07-13 23:00:00,OTHER_DISRUPTION,GROUP__23067__0023,INCIDENT,34.0,38.0,41.0,39.0,29.0,19.0,15.0
INCIDENT__243930.0-webtirf__23067,23067,2025-07-31 03:00:00,2025-07-31 00:00:00,2025-07-31 06:00:00,ACCIDENT,GROUP__23067__0024,INCIDENT,19.0,24.0,20.0,35.0,56.0,82.0,134.0
INCIDENT__245294-webtirf__23067,23067,2025-08-10 22:00:00,2025-08-10 19:00:00,2025-08-11 01:00:00,OTHER_DISRUPTION,GROUP__23067__0025,INCIDENT,29.0,43.0,22.0,17.0,17.0,6.0,15.0
INCIDENT__247756-webtirf__23067,23067,2025-08-31 03:00:00,2025-08-31 00:00:00,2025-08-31 06:00:00,OTHER_DISRUPTION,GROUP__23067__0026,INCIDENT,103.0,99.0,156.0,469.0,1029.0,1243.0,1568.0
INCIDENT__248179-webtirf__23067,23067,2025-09-04 05:00:00,2025-09-04 02:00:00,2025-09-04 08:00:00,OTHER_DISRUPTION,GROUP__23067__0027,INCIDENT,89.0,279.0,434.0,786.0,1218.0,1534.0,1427.0
INCIDENT__249280-webtirf__23067,23067,2025-09-11 21:00:00,2025-09-11 18:00:00,2025-09-12 00:00:00,OTHER_DISRUPTION,GROUP__23067__0028,INCIDENT,1331.0,1019.0,887.0,583.0,486.0,124.0,6.0
INCIDENT__249280.0-webtirf__23067,23067,2025-09-11 21:00:00,2025-09-11 18:00:00,2025-09-12 00:00:00,OTHER_DISRUPTION,GROUP__23067__0028,INCIDENT,1331.0,1019.0,887.0,583.0,486.0,124.0,6.0
INCIDENT__249431-webtirf__23067,23067,2025-09-12 08:00:00,2025-09-12 05:00:00,2025-09-12 11:00:00,OTHER_DISRUPTION,GROUP__23067__0029,INCIDENT,50.0,79.0,108.0,106.0,122.0,133.0,110.0
INCIDENT__249768-webtirf__23067,23067,2025-09-16 18:00:00,2025-09-16 15:00:00,2025-09-16 21:00:00,OTHER_DISRUPTION,GROUP__23067__0030,INCIDENT,72.0,59.0,51.0,45.0,46.0,62.0,18.0
INCIDENT__250156-webtirf__23067,23067,2025-09-20 20:00:00,2025-09-20 17:00:00,2025-09-20 23:00:00,OTHER_DISRUPTION,GROUP__23067__0031,INCIDENT,1559.0,1695.0,1148.0,1156.0,1065.0,1007.0,660.0
INCIDENT__250294-webtirf__23067,23067,2025-09-22 05:00:00,2025-09-22 02:00:00,2025-09-22 08:00:00,OTHER_DISRUPTION,GROUP__23067__0032,INCIDENT,114.0,431.0,1088.0,1743.0,2360.0,2534.0,2058.0
INCIDENT__250870-webtirf__23067,23067,2025-09-27 03:00:00,2025-09-27 00:00:00,2025-09-27 06:00:00,OTHER_DISRUPTION,GROUP__23067__0033,INCIDENT,8.0,12.0,17.0,20.0,20.0,38.0,40.0
INCIDENT__250870.0-webtirf__23067,23067,2025-09-27 03:00:00,2025-09-27 00:00:00,2025-09-27 06:00:00,OTHER_DISRUPTION,GROUP__23067__0033,INCIDENT,8.0,12.0,17.0,20.0,20.0,38.0,40.0
INCIDENT__252417-webtirf__23067,23067,2025-10-13 04:00:00,2025-10-13 01:00:00,2025-10-13 07:00:00,ACCIDENT,GROUP__23067__0034,INCIDENT,21.0,27.0,53.0,88.0,152.0,144.0,114.0
INCIDENT__252789-webtirf__23067,23067,2025-10-16 05:00:00,2025-10-16 02:00:00,2025-10-16 08:00:00,OTHER_DISRUPTION,GROUP__23067__0035,INCIDENT,30.0,31.0,38.0,76.0,89.0,113.0,96.0
INCIDENT__252964-webtirf__23067,23067,2025-10-17 09:00:00,2025-10-17 06:00:00,2025-10-17 12:00:00,OTHER_DISRUPTION,GROUP__23067__0036,INCIDENT,102.0,122.0,121.0,129.0,111.0,121.0,125.0
INCIDENT__253046-webtirf__23067,23067,2025-10-18 09:00:00,2025-10-18 06:00:00,2025-10-18 12:00:00,OTHER_DISRUPTION,GROUP__23067__0037,INCIDENT,1702.0,1874.0,1548.0,1291.0,1530.0,1416.0,1520.0
INCIDENT__253920-webtirf__23067,23067,2025-10-27 12:00:00,2025-10-27 09:00:00,2025-10-27 15:00:00,OTHER_DISRUPTION,GROUP__23067__0038,INCIDENT,1128.0,1212.0,1025.0,1238.0,1027.0,991.0,1096.0
INCIDENT__253920.0-webtirf__23067,23067,2025-10-27 12:00:00,2025-10-27 09:00:00,2025-10-27 15:00:00,OTHER_DISRUPTION,GROUP__23067__0038,INCIDENT,1128.0,1212.0,1025.0,1238.0,1027.0,991.0,1096.0
INCIDENT__254213-webtirf__23067,23067,2025-10-30 02:00:00,2025-10-29 23:00:00,2025-10-30 05:00:00,OTHER_DISRUPTION,GROUP__23067__0039,INCIDENT,94.0,18.0,21.0,29.0,56.0,77.0,137.0
INCIDENT__254934-webtirf__23067,23067,2025-11-06 19:00:00,2025-11-06 16:00:00,2025-11-06 22:00:00,ACCIDENT,GROUP__23067__0040,INCIDENT,2208.0,1757.0,1475.0,1127.0,1238.0,1111.0,789.0
INCIDENT__256864-webtirf__23067,23067,2025-11-25 04:00:00,2025-11-25 01:00:00,2025-11-25 07:00:00,ACCIDENT,GROUP__23067__0041,INCIDENT,28.0,34.0,48.0,59.0,103.0,92.0,96.0
INCIDENT__258226-webtirf__23067,23067,2025-12-05 01:00:00,2025-12-04 22:00:00,2025-12-05 04:00:00,OTHER_DISRUPTION,GROUP__23067__0042,INCIDENT,49.0,42.0,34.0,65.0,221.0,450.0,680.0
INCIDENT__258422-webtirf__23067,23067,2025-12-07 07:00:00,2025-12-07 04:00:00,2025-12-07 10:00:00,OTHER_DISRUPTION,GROUP__23067__0043,INCIDENT,1162.0,1282.0,1574.0,1685.0,1741.0,1496.0,1498.0
INCIDENT__259086-webtirf__23067,23067,2025-12-12 05:00:00,2025-12-12 02:00:00,2025-12-12 08:00:00,OTHER_DISRUPTION,GROUP__23067__0044,INCIDENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCIDENT__260236-webtirf__23067,23067,2025-12-24 07:00:00,2025-12-24 04:00:00,2025-12-24 10:00:00,OTHER_DISRUPTION,GROUP__23067__0045,INCIDENT,702.0,1002.0,1470.0,1614.0,1424.0,1532.0,1743.0
INCIDENT__221414-webtirf__29005,29005,2025-01-20 19:00:00,2025-01-20 16:00:00,2025-01-20 22:00:00,OTHER_DISRUPTION,GROUP__29005__0001,INCIDENT,3371.0,3412.0,2841.0,1920.0,1558.0,1427.0,1047.0
