
============================================================
Running Strategy: GENERAL
============================================================
    Epoch   1 | Val MAE 0.7354 (best inf)
    Epoch 199 | Val MAE 0.6090 (best 0.6082)
    Epoch   1 | Val MAE 0.7356 (best inf)
    Epoch   2 | Val MAE 0.7475 (best 0.7356)
    Epoch   3 | Val MAE 0.7495 (best 0.7356)
    Epoch   5 | Val MAE 0.7496 (best 0.7356)
    Epoch   7 | Val MAE 0.7509 (best 0.7356)
    Epoch   9 | Val MAE 0.7502 (best 0.7356)
    Epoch  11 | Val MAE 0.7510 (best 0.7356)
    Epoch  13 | Val MAE 0.7526 (best 0.7356)
    Epoch  15 | Val MAE 0.7503 (best 0.7356)
  Seed 42: Val MAE=0.7354  Test MAE=0.6876
  Seed 123: Val MAE=0.6082  Test MAE=0.6041
  Seed 777: Val MAE=0.7356  Test MAE=0.6876

============================================================
Running Strategy: BINARY
============================================================
    Epoch   1 | Val MAE 0.7355 (best inf)
    Epoch   2 | Val MAE 0.7478 (best 0.7355)
    Epoch   3 | Val MAE 0.7490 (best 0.7355)
    Epoch   5 | Val MAE 0.7503 (best 0.7355)
    Epoch   7 | Val MAE 0.7512 (best 0.7355)
    Epoch   9 | Val MAE 0.7506 (best 0.7355)
    Epoch  11 | Val MAE 0.7499 (best 0.7355)
    Epoch  13 | Val MAE 0.7496 (best 0.7355)
    Epoch  15 | Val MAE 0.7510 (best 0.7355)
    Epoch   1 | Val MAE 0.6906 (best inf)
    Epoch   2 | Val MAE 0.6890 (best 0.6906)
    Epoch   3 | Val MAE 0.6914 (best 0.6890)
    Epoch   5 | Val MAE 0.6944 (best 0.6890)
    Epoch   7 | Val MAE 0.6904 (best 0.6890)
    Epoch   9 | Val MAE 0.6897 (best 0.6890)
    Epoch  11 | Val MAE 0.6899 (best 0.6881)
    Epoch  13 | Val MAE 0.6889 (best 0.6881)
    Epoch  15 | Val MAE 0.6792 (best 0.6756)
    Epoch  17 | Val MAE 0.6782 (best 0.6756)
    Epoch  19 | Val MAE 0.6814 (best 0.6756)
    Epoch  21 | Val MAE 0.6721 (best 0.6756)
    Epoch  23 | Val MAE 0.6668 (best 0.6710)
    Epoch  25 | Val MAE 0.6602 (best 0.6668)
    Epoch  27 | Val MAE 0.6590 (best 0.6596)
    Epoch  29 | Val MAE 0.6530 (best 0.6557)
    Epoch  31 | Val MAE 0.6545 (best 0.6530)
    Epoch  33 | Val MAE 0.6493 (best 0.6470)
    Epoch  35 | Val MAE 0.6492 (best 0.6470)
    Epoch  37 | Val MAE 0.6451 (best 0.6470)
    Epoch  39 | Val MAE 0.6475 (best 0.6451)
    Epoch  41 | Val MAE 0.6455 (best 0.6451)
    Epoch  43 | Val MAE 0.6437 (best 0.6451)
    Epoch  45 | Val MAE 0.6430 (best 0.6405)
    Epoch  47 | Val MAE 0.6423 (best 0.6405)
    Epoch  49 | Val MAE 0.6405 (best 0.6388)
    Epoch  51 | Val MAE 0.6414 (best 0.6388)
    Epoch  53 | Val MAE 0.6399 (best 0.6388)
    Epoch  55 | Val MAE 0.6360 (best 0.6388)
    Epoch  57 | Val MAE 0.6344 (best 0.6360)
    Epoch  59 | Val MAE 0.6392 (best 0.6344)
    Epoch  61 | Val MAE 0.6379 (best 0.6344)
    Epoch  63 | Val MAE 0.6373 (best 0.6344)
    Epoch  65 | Val MAE 0.6368 (best 0.6344)
    Epoch  67 | Val MAE 0.6372 (best 0.6344)
    Epoch  69 | Val MAE 0.6315 (best 0.6344)
    Epoch  71 | Val MAE 0.6362 (best 0.6315)
    Epoch  73 | Val MAE 0.6341 (best 0.6315)
    Epoch  75 | Val MAE 0.6324 (best 0.6314)
    Epoch  77 | Val MAE 0.6372 (best 0.6314)
    Epoch  79 | Val MAE 0.6320 (best 0.6314)
    Epoch  81 | Val MAE 0.6325 (best 0.6314)
    Epoch  83 | Val MAE 0.6321 (best 0.6314)
    Epoch  85 | Val MAE 0.6280 (best 0.6314)
    Epoch  87 | Val MAE 0.6302 (best 0.6280)
    Epoch  89 | Val MAE 0.6300 (best 0.6280)
    Epoch  91 | Val MAE 0.6331 (best 0.6280)
    Epoch  93 | Val MAE 0.6320 (best 0.6277)
    Epoch  95 | Val MAE 0.6322 (best 0.6277)
    Epoch  97 | Val MAE 0.6309 (best 0.6277)
    Epoch  99 | Val MAE 0.6261 (best 0.6277)
    Epoch 101 | Val MAE 0.6273 (best 0.6261)
    Epoch 103 | Val MAE 0.6265 (best 0.6261)
    Epoch 105 | Val MAE 0.6255 (best 0.6261)
    Epoch 107 | Val MAE 0.6280 (best 0.6255)
    Epoch 109 | Val MAE 0.6232 (best 0.6255)
    Epoch 111 | Val MAE 0.6258 (best 0.6232)
    Epoch 113 | Val MAE 0.6256 (best 0.6232)
    Epoch 115 | Val MAE 0.6233 (best 0.6232)
    Epoch 117 | Val MAE 0.6287 (best 0.6232)
    Epoch 119 | Val MAE 0.6231 (best 0.6232)
    Epoch 121 | Val MAE 0.6250 (best 0.6222)
    Epoch 123 | Val MAE 0.6272 (best 0.6222)
    Epoch 125 | Val MAE 0.6255 (best 0.6222)
    Epoch 127 | Val MAE 0.6270 (best 0.6222)
    Epoch 129 | Val MAE 0.6223 (best 0.6218)
    Epoch 131 | Val MAE 0.6248 (best 0.6218)
    Epoch 133 | Val MAE 0.6225 (best 0.6218)
    Epoch 135 | Val MAE 0.6216 (best 0.6218)
    Epoch 137 | Val MAE 0.6191 (best 0.6216)
    Epoch 139 | Val MAE 0.6186 (best 0.6191)
    Epoch 141 | Val MAE 0.6211 (best 0.6186)
    Epoch 143 | Val MAE 0.6239 (best 0.6186)
    Epoch 145 | Val MAE 0.6203 (best 0.6186)
    Epoch 147 | Val MAE 0.6211 (best 0.6186)
    Epoch 149 | Val MAE 0.6187 (best 0.6186)
    Epoch 151 | Val MAE 0.6222 (best 0.6186)
    Epoch 153 | Val MAE 0.6225 (best 0.6186)
    Epoch   1 | Val MAE 0.7355 (best inf)
    Epoch   2 | Val MAE 0.7476 (best 0.7355)
    Epoch   3 | Val MAE 0.7494 (best 0.7355)
    Epoch   5 | Val MAE 0.7493 (best 0.7355)
    Epoch   7 | Val MAE 0.7495 (best 0.7355)
    Epoch   9 | Val MAE 0.7490 (best 0.7355)
    Epoch  11 | Val MAE 0.7508 (best 0.7355)
    Epoch  13 | Val MAE 0.7496 (best 0.7355)
