,,precision,precision,recall,recall,f1,f1
,,mean,std,mean,std,mean,std
split_scheme,class,,,,,,
Grouped-random,ACCIDENT,0.11887625157966365,0.0009943749257099968,0.20720720720720723,0.007802030664724669,0.15103918267813154,0.0019439367367374146
Grouped-random,NORMAL,0.6594168145517144,0.00326606988295944,0.5113986444855206,0.0370301397444651,0.5754795043258688,0.022716935973281976
Grouped-random,OTHER_DISRUPTION,0.26242197008021195,0.008470346730563032,0.35911602209944754,0.047846707391405466,0.3026654574642191,0.021192920343512365
Spatial holdout,ACCIDENT,0.11361603149042761,0.008522346968714277,0.13513513513513514,0.0,0.1233320378287343,0.004936535531353193
Spatial holdout,NORMAL,0.6859625999888387,0.006152515624128724,0.5035598705501618,0.2348819068475175,0.5612078418224724,0.14113765566841668
Spatial holdout,OTHER_DISRUPTION,0.2591474798521614,0.023030070837316754,0.4311377245508982,0.259565470678961,0.290420586830192,0.09539427687592265
