split_scheme,partition,best_epoch,accuracy,balanced_accuracy,macro_f1,weighted_f1
Grouped-random,train,19,0.43012211668928085,0.36006038532273205,0.33657732433269216,0.4618280645324025
Grouped-random,validation,19,0.40561224489795916,0.33470856505965174,0.31703370723499535,0.4359488584982766
Grouped-random,test,19,0.42839195979899497,0.34393983346199936,0.32223042004160546,0.4579330085002509
