station_id,date,is_weekend,precipitation_daily,degree_cent,between_cent,close_cent,adverse_weather,breakdown,building_fire,burst_water_main,bushfire,changed_traffic_conditions,crash,emergency_roadwork,flooding,grass_fire,hazard,heavy_traffic,holiday_traffic,late_finishing_roadwork,scheduled_roadwork,special_event,traffic_lights_blacked_out,traffic_lights_flashing_yellow,mean_flow_hourly,is_major_incident,impact_hours
100001,2025-01-01,0,0.2,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.625,0,0
100001,2025-01-02,0,0.1,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.208333333333336,0,0
100001,2025-01-03,0,0.4,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,0
100001,2025-01-04,1,0.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.583333333333332,0,0
100001,2025-01-05,1,0.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.7916666666667,0,0
100001,2025-01-06,0,0.30000000000000004,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,0,0
100001,2025-01-07,0,7.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0416666666666,0,0
100001,2025-01-08,0,12.1,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.20833333333333,0,0
100001,2025-01-09,0,4.9,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.91666666666667,0,0
100001,2025-01-10,0,9.8,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08333333333333,0,0
100001,2025-01-11,1,22.9,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100001,2025-01-12,1,4.8999999999999995,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.4583333333334,0,0
100001,2025-01-13,0,0.8999999999999999,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.833333333333336,0,0
100001,2025-01-14,0,1.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.9583333333334,0,0
100001,2025-01-15,0,0.4,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16666666666667,0,0
100001,2025-01-16,0,13.6,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.2083333333334,0,0
100001,2025-01-17,0,2.6,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.9583333333334,0,0
100001,2025-01-18,1,14.3,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.9583333333334,0,0
100001,2025-01-19,1,1.9000000000000001,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0,0
100001,2025-01-20,0,0.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.95833333333333,0,0
100001,2025-01-21,0,0.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.1666666666667,0,0
100001,2025-01-22,0,0.4,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.75,0,0
100001,2025-01-23,0,0.2,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100001,2025-01-24,0,1.5999999999999999,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.54166666666667,0,0
100001,2025-01-25,1,0.0,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.458333333333336,0,0
100001,2025-01-26,1,1.6,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.9166666666666,0,0
100001,2025-01-27,0,1.3,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.458333333333336,0,0
100001,2025-01-28,0,0.2,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.6666666666666,0,0
100001,2025-01-29,0,1.1,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.5416666666666,0,0
100001,2025-01-30,0,4.7,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.625,0,0
100001,2025-01-31,0,0.5,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100001,2025-02-01,1,0.1,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100001,2025-02-02,1,0.1,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100001,2025-02-03,0,0.1,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100001,2025-02-04,0,0.2,0.0454545454545454,0.0,0.0351498899659257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
