split_scheme,partition,accuracy,balanced_accuracy,macro_f1,weighted_f1
Grouped-random,train,0.76797829036635,0.7946606528340044,0.7516651616423667,0.7831336176923314
Grouped-random,validation,0.48341836734693877,0.3292765589636858,0.32155359232045333,0.49285003555471785
Grouped-random,test,0.5125628140703518,0.3615134778164159,0.3520112338609649,0.5199853863762292
