split_scheme,class,precision_mean,precision_std,recall_mean,recall_std,f1-score_mean,f1-score_std,support_mean
Grouped-random,ACCIDENT,0.09814535902655493,0.02529959351895225,0.26576576576576577,0.07684109058212604,0.14275544372836538,0.03616807080707583,74.0
Grouped-random,NORMAL,0.6841113376852671,0.007713094059583254,0.47504621072088726,0.10425204179078426,0.5563377664516472,0.068023623216302,541.0
Grouped-random,OTHER_DISRUPTION,0.2681792531879213,0.022420494555655552,0.31491712707182323,0.13944120954833109,0.2748217840660501,0.06380911239404079,181.0
Spatial holdout,ACCIDENT,0.1391941391941392,0.03506017791732077,0.13513513513513514,0.08219949365267865,0.12510031158854815,0.02816197907332469,74.0
Spatial holdout,NORMAL,0.682350288156004,0.017097884864569163,0.3585760517799353,0.11445335096827948,0.46327318894051744,0.10629749453509087,515.0
Spatial holdout,OTHER_DISRUPTION,0.24487802406145173,0.006498270760700629,0.5988023952095808,0.06337128888777462,0.3472134330962186,0.01644203254448923,167.0
