split_scheme,partition,best_epoch,accuracy,balanced_accuracy,macro_f1,weighted_f1
Grouped-random,train,6,0.3834464043419267,0.35400133972009895,0.3183019523540476,0.4241778366886923
Grouped-random,validation,6,0.39158163265306123,0.30761404346787674,0.29739834110857455,0.43193623381921853
Grouped-random,test,6,0.4045226130653266,0.3613129116494074,0.33047477382737495,0.4441169310029507
