iteration,validation_mlogloss
0,1.0977263017272463
1,1.096953621628333
2,1.096241325292052
3,1.0941628453378776
4,1.0934925451874733
5,1.0926669360879733
6,1.09255959253226
7,1.0918772722385368
8,1.092109639653746
9,1.0910762253464485
10,1.0909064789207614
11,1.0904403858038845
12,1.0894570058705855
13,1.0891374358717276
14,1.0880280498187154
15,1.0878343649816757
16,1.0875770169861463
17,1.087134303715156
18,1.0869358040544452
19,1.0867244904594762
20,1.086064792409235
21,1.0852793350967826
22,1.0854628549850718
23,1.0855185160679477
24,1.0843935259902964
25,1.084633199688123
26,1.0845403174812696
27,1.0844658671745233
28,1.0845206883945027
29,1.0843590946525943
30,1.0838191355673634
31,1.0834222835849743
32,1.083014297850278
33,1.0827799761021624
34,1.081816856046112
35,1.0807214670491463
36,1.0804128031037292
37,1.0802919371243642
38,1.0801978346948722
39,1.0802790388769032
40,1.0799775810113974
41,1.079589635513875
42,1.0794784928462944
43,1.0797495166105884
44,1.079017729631492
45,1.078135432257336
46,1.077818965045165
47,1.076755332019256
48,1.07657058544609
49,1.0763499258580256
50,1.076033880439948
51,1.0755644343337234
52,1.075796942625727
53,1.0742164181203258
54,1.0734414410378252
55,1.073023953303999
56,1.0729617692378102
57,1.0732548366851953
58,1.0730232528733963
59,1.0723134997699941
60,1.0719109044543333
61,1.0716385214912647
62,1.0704575313293203
63,1.0707595047293876
64,1.0706359310721865
65,1.0710304756553806
66,1.0705543832891449
67,1.0699239444291713
68,1.0695795789741132
69,1.0698538226816727
70,1.0698602716913637
71,1.0693717481454417
72,1.069559504106945
73,1.069542165047356
74,1.068908821031147
75,1.0685824503247836
76,1.0681096774963093
77,1.0667430890762075
78,1.066472504249945
79,1.0664324708358974
80,1.0661332661247984
81,1.0660474354363219
82,1.0659494937530585
83,1.0657993556589496
84,1.0655796141268647
85,1.0651698380100483
86,1.0648033827619285
87,1.0649387273101174
88,1.0647876720723448
89,1.064097477769365
90,1.0644147867450908
91,1.064281105919152
92,1.0647196207499625
93,1.0649642092841012
94,1.0639125695262028
95,1.0638439600945127
96,1.0629527882045628
97,1.062794306524554
98,1.0624743930767386
99,1.062315926297891
100,1.0626293662935495
101,1.062669514887491
102,1.062521978338458
103,1.0623272420572383
104,1.0621397714985876
105,1.0620230751454223
106,1.0606953050865202
107,1.060155720735083
108,1.0600453811336537
109,1.0596669258131666
110,1.059050646743604
111,1.0582197948682064
112,1.058055025392345
113,1.0583225960406113
114,1.0575356090023202
115,1.0568625616403866
116,1.0569014196493187
117,1.0575541630387306
118,1.057878417628152
119,1.0573765793245058
120,1.0576154223586223
121,1.057804383869682
122,1.057128708087364
123,1.0569792800411886
124,1.0570320767179435
125,1.0566658062898382
126,1.0562422893257166
127,1.055820182916157
128,1.0550478573660462
129,1.0548364292754202
130,1.054340707214207
131,1.0542588179969057
132,1.0537330471739477
133,1.0540537804897343
134,1.0538743079773016
135,1.0534592382609844
136,1.053367098679348
137,1.0531013703011736
138,1.0529218142738148
139,1.052944150088089
140,1.0528103836945124
141,1.0527194570749998
142,1.0531013555520652
143,1.0526107367964423
144,1.0525771850834087
145,1.0519158309515642
146,1.0512310345182005
147,1.051188782161596
148,1.05080921514606
149,1.051023621302174
150,1.0509378335685755
151,1.0498632355308046
152,1.0500880930268643
153,1.0503197407768088
154,1.0500631305408112
155,1.0503291773172665
156,1.0508724475013358
157,1.050673687716528
158,1.0514247272239656
159,1.0513263977303797
160,1.0504930126955923
161,1.050401755437559
162,1.0509677836101274
163,1.0507350779917775
164,1.0505381959433457
165,1.0495933724225175
166,1.049455899289068
167,1.0496657472103834
168,1.05045648831494
169,1.0506456698462063
170,1.050488287887099
171,1.0506911475819594
172,1.0500954794032233
173,1.0493948293887838
174,1.04935507731018
175,1.04911061277499
176,1.0493525804913775
177,1.048679419774182
178,1.0485263882889126
179,1.0484540312722022
180,1.0482962792169075
181,1.0479395740228343
182,1.047622003307452
183,1.0476325882446704
184,1.0473460596701016
185,1.0463951355492582
186,1.0468763236374574
187,1.046949785734926
188,1.046933347758438
189,1.0469971873740456
190,1.0470470783243677
191,1.0469955456424125
192,1.0467362375359754
193,1.046819630877248
194,1.0468351661740822
195,1.0466379282463874
196,1.0459150059376747
197,1.0454125903470783
198,1.0445004213905456
199,1.0441353670606504
200,1.0443511643085857
201,1.0441006216771749
202,1.0437931972840915
203,1.0443977687355814
204,1.0444065909072453
205,1.0437955420692355
206,1.0437693192566535
207,1.043311218427
208,1.0431116572296133
209,1.0433435777620392
210,1.0435842835743512
211,1.0436585174531352
212,1.0429844145796128
213,1.0434616236016154
214,1.04296032447672
215,1.0420098633942556
216,1.041714537318568
217,1.0410047194217236
218,1.0412930214625535
219,1.0410189976041415
220,1.0402766337276113
221,1.0401330343162527
222,1.0402520998780216
223,1.0399833821444486
224,1.0397566664317737
225,1.039221452416054
226,1.0385501257391
227,1.0384192085653847
228,1.0386402382496365
229,1.0385820780481612
230,1.038469246930766
231,1.0393478684697528
232,1.0388618318782168
233,1.0388131430942793
234,1.0386339562127784
235,1.0383132955591594
236,1.038777401328695
237,1.0383932777699463
238,1.0387827828906628
239,1.0384211740361489
240,1.0383003354832834
241,1.0387650849107577
242,1.038537400394526
243,1.0383835652539013
244,1.0385804948758106
245,1.0383988380508156
246,1.038035422335474
247,1.0379274586709786
248,1.0383296628501646
249,1.0380374318634977
250,1.0370173782338292
251,1.036994334956517
252,1.0366345387218254
253,1.0366284662325467
254,1.0361572261329512
255,1.0361431055341144
256,1.0355520847120456
257,1.035953308132534
258,1.0353012383554359
259,1.0348566535442156
260,1.034934630674519
261,1.0344990224824573
262,1.034087586064576
263,1.033418780724917
264,1.0330236389928935
265,1.033087874078477
266,1.0331210185374533
267,1.03301599492528
268,1.032467507909299
269,1.0323251199585444
270,1.0323982191633205
271,1.0324070337513576
272,1.0322758938585008
273,1.0327045426380879
274,1.0324550795235805
275,1.0325259264862658
276,1.0321630108911468
277,1.032220361811318
278,1.032475887512674
279,1.032772853172251
280,1.0329558353262895
281,1.0327728160904075
282,1.0325681992179276
283,1.0328237813498293
284,1.0325234830379486
285,1.0317282592877746
286,1.0310115787219636
287,1.0309259426038788
288,1.0306773816558474
289,1.0308887957196151
290,1.030389061501744
291,1.030402985971649
292,1.030111844784447
293,1.0300560532974041
294,1.0303602762976471
295,1.03086609672755
296,1.0306523600023012
297,1.0299141554884157
298,1.0296557867443379
299,1.0296171838037518
300,1.0297917278521522
301,1.0294398817670893
302,1.0290249054871348
303,1.0292406506950453
304,1.0289153420765484
305,1.0292671149672599
306,1.0297426650376649
307,1.029750267252782
308,1.029863980541728
309,1.02983724778252
310,1.030282233119467
311,1.030566913988061
312,1.030638761951455
313,1.0308145418459056
314,1.030999258711782
315,1.0313346304227502
316,1.031268301952098
317,1.0309205714575187
318,1.0306973369906143
319,1.030454957534616
320,1.0304574781116478
321,1.0304043105594358
322,1.0303170156608126
323,1.0300433312219626
324,1.0294922805030127
325,1.0286856858934066
326,1.0282671930344434
327,1.0284810004071618
328,1.0281410515878577
329,1.0284207322995882
330,1.028095330358768
331,1.0278409531682122
332,1.0275702885523135
333,1.0272713514729117
334,1.0270002111412433
335,1.0267571005590108
336,1.0270524688103064
337,1.0268062998977852
338,1.0267040846793323
339,1.0267211470886
340,1.0269259846275103
341,1.0272786280102268
342,1.027096665445335
343,1.0271865126999968
344,1.0274004706618738
345,1.0272037590264667
346,1.0273653730388959
347,1.0273357274257864
348,1.0269346373364785
349,1.0263049334420689
350,1.0266142944919363
351,1.0271720981073318
352,1.027364405043119
353,1.0273622077110471
354,1.0271845259798729
355,1.027058756957781
356,1.026788598335139
357,1.0267113492425
358,1.0267870176526508
359,1.0265563171527976
360,1.0270262115482924
361,1.02727687554624
362,1.0270235581057412
363,1.027099077428254
364,1.027244846117968
365,1.0272046399720924
366,1.026997383360808
367,1.0263523296548092
368,1.0265110415235466
369,1.0266635444452417
370,1.0267813565513613
371,1.027280607792948
372,1.0268522359012646
373,1.0272922714582968
374,1.02743018682742
375,1.0276515934502288
376,1.0271239331638327
377,1.0270815265783089
378,1.0272573124123168
379,1.0273234465121464
380,1.0271675978616184
381,1.0270243387726345
382,1.0265387614561738
383,1.0260827652729896
384,1.0262132743183447
385,1.0264022976673228
386,1.0265010001080832
387,1.0266745449899106
388,1.0268120075652034
389,1.026675347371825
390,1.0264884770790836
391,1.0264961482976012
392,1.025723158144297
393,1.0258132398926787
394,1.0259266932570965
395,1.0260927347865487
396,1.0264353913977287
397,1.0265158530020593
398,1.027018418953735
399,1.0268492224835315
400,1.027463373880149
401,1.0277609345313086
402,1.027606328550194
403,1.0277793116449399
404,1.0278901138856096
405,1.0276707948698682
406,1.0275201806608512
407,1.0274341124090918
408,1.0273309971814102
409,1.0268114238825379
410,1.0269512521882294
411,1.0267310620722723
412,1.0272571277253482
413,1.027356234645205
414,1.0273544551633602
415,1.0271089936283475
416,1.0265896309699332
417,1.027046271039135
418,1.0266361816653184
419,1.0264303457961246
420,1.0262646418330925
421,1.0262762949022712
422,1.026395749880419
423,1.0262869891653559
424,1.0259245474518714
425,1.0262422817474117
426,1.0257108821628653
427,1.0253698174765675
428,1.0253724393016679
429,1.0250883128836143
430,1.0246828551385172
431,1.025023213350119
432,1.0251022026760086
433,1.0250943446037721
434,1.0249933312095854
435,1.02479026021854
436,1.0249738340285055
437,1.0252643209901087
438,1.0254106063547792
439,1.024845921757574
440,1.0249355876609227
441,1.0248519598924535
442,1.0251051050857927
443,1.0244096366650597
444,1.0250490646220136
445,1.025317616247553
446,1.0257967656326232
447,1.0258163272555234
448,1.0257979626672304
449,1.0252921801459576
450,1.0250310238488778
451,1.0252877108049483
452,1.0249875424885933
