iteration,validation_mlogloss
0,1.0967981774283915
1,1.096169004178777
2,1.0945340153210017
3,1.09322673614536
4,1.0917645866925618
5,1.0902537106707388
6,1.089627968565542
7,1.0883487435627957
8,1.0876384974286264
9,1.0870957826929433
10,1.0864497688503898
11,1.0846968038501787
12,1.0843022040718673
13,1.0832831647475154
14,1.0831567623785563
15,1.0827802875820471
16,1.082169865391084
17,1.0811009356105814
18,1.0810030258583778
19,1.08100536731737
20,1.0805552369933955
21,1.0795350800819543
22,1.0790643277673089
23,1.0785788733284085
24,1.078015140428835
25,1.0765862140272344
26,1.0761500065576057
27,1.0761226264341754
28,1.0755937903815387
29,1.0750580458920829
30,1.074974772577383
31,1.0749574888269513
32,1.075065290137213
33,1.0753728938954217
34,1.07486116262723
35,1.0742850823670018
36,1.0737351782772007
37,1.073393286034769
38,1.0728934683970042
39,1.0727177726827106
40,1.0726224646276357
41,1.072815463935234
42,1.0725632111484906
43,1.0715712189522324
44,1.0715814422131802
45,1.0717486372711706
46,1.0715593821844276
47,1.0716993021113532
48,1.0710072728748223
49,1.0706872185121994
50,1.0702634173236332
51,1.0700850122589238
52,1.0703177162427076
53,1.0704074957389005
54,1.0698081871532663
55,1.0691815604056631
56,1.0690991786517658
57,1.069543867619062
58,1.0689195307085708
59,1.0683578891413552
60,1.0678520506742049
61,1.0668113645242185
62,1.0663714725904319
63,1.0663703223880456
64,1.0662956688629122
65,1.0656276476778546
66,1.065586324933232
67,1.06456466156001
68,1.0639270001224108
69,1.0642230554046679
70,1.0646231300672706
71,1.0644867407652188
72,1.0634816667559195
73,1.0627994002888397
74,1.0625830704764443
75,1.0623835993512554
76,1.061615560964054
77,1.0612705741837924
78,1.0608351737716977
79,1.060317406278788
80,1.0596474331176402
81,1.0596225151069918
82,1.0597441445047757
83,1.0591904325220658
84,1.0588522653038404
85,1.0586926147189675
86,1.0587977424872166
87,1.0581404553840354
88,1.0580534899645313
89,1.0563249983729757
90,1.0556811319322001
91,1.0553785157294906
92,1.054522595767464
93,1.0548412304523649
94,1.055009120276996
95,1.0547725667378731
96,1.0537638126739435
97,1.0537229814395612
98,1.053637404717049
99,1.054109798782334
100,1.0539910403289356
101,1.0537745583118225
