split_scheme,class,precision_mean,precision_std,recall_mean,recall_std,f1-score_mean,f1-score_std,support_mean
Grouped-random,ACCIDENT,0.16252176941832117,0.02571155834619941,0.12612612612612614,0.015604061329449343,0.14198563209323364,0.019636341650561336,74.0
Grouped-random,NORMAL,0.6935326332969926,0.012042301670810595,0.49784349969192854,0.011294086740494988,0.5796088775006757,0.011662739301063676,541.0
Grouped-random,OTHER_DISRUPTION,0.2466325310765236,0.012101719125145202,0.47697974217311234,0.02551824394208291,0.3251401917307684,0.016417874481650347,181.0
Spatial holdout,ACCIDENT,0.027313266443701228,0.023786609022688816,0.009009009009009009,0.0078020306647246735,0.013539518900343642,0.011729645439554839,74.0
Spatial holdout,NORMAL,0.6596850491345064,0.006705305696726865,0.4064724919093851,0.002242136967726715,0.5030079379983933,0.003655989297949023,515.0
Spatial holdout,OTHER_DISRUPTION,0.23317938440933714,0.001487622475371286,0.5808383233532934,0.0,0.33276615702217965,0.0015134906553786963,167.0
