feature,importance
response_slope,0.3057647354083558
log_flow_p3,0.20046470521462992
rel_change_p2,0.15088035514374656
mean_shift,0.1353862388837079
response_min,0.10479361519341494
rel_change_m3,0.10271035015614494
pre_slope,0.0
max_abs_relative_change,0.0
response_mean,0.0
pre_mean,0.0
rel_change_p3,0.0
log_flow_m3,0.0
rel_change_p1,0.0
log_flow_p1,0.0
rel_change_p0,0.0
log_flow_p0,0.0
rel_change_m1,0.0
log_flow_m1,0.0
rel_change_m2,0.0
log_flow_m2,0.0
log_flow_p2,0.0
